# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "4" "-s" "2" "-p" "-B" "-C" "-t" "exon" "-g" "gene_name" "-a" "/scratch/evt82290/MappingOutputs/RNAseq_split/GCA_000182925.2_NC12_genomic_GFFtoGTFconversion.flipped.gtf" "-o" "/scratch/evt82290/MappingOutputs/RNAseq_split/counts/149-116_RNA_cac-1__Rep2_S140/149-116_RNA_cac-1__Rep2_S140.antisense.txt" "/scratch/evt82290/MappingOutputs/RNAseq_split/bamFiles/149-116_RNA_cac-1__Rep2_S140/149-116_RNA_cac-1__Rep2_S140_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/evt82290/MappingOutputs/RNAseq_split/bamFiles/149-116_RNA_cac-1__Rep2_S140/149-116_RNA_cac-1__Rep2_S140_Aligned.sortedByCoord.out.bam
NCU15044	CM002236.1	6702833	6702933	+	101	0
NCU00926	CM002236.1;CM002236.1	6703219;6705550	6705500;6706030	+;+	2763	6
NCU00925	CM002236.1	6706181	6708411	+	2231	4
gpit-2	CM002236.1;CM002236.1	6708566;6709069	6708986;6710526	-;-	1879	3
tob37	CM002236.1;CM002236.1;CM002236.1	6710750;6712367;6712735	6712186;6712672;6712973	+;+;+	1982	2
NCU10603	CM002236.1	6716804	6718071	-	1268	12198
NCU00922	CM002236.1;CM002236.1;CM002236.1	6718309;6718849;6719166	6718333;6718930;6719412	-;-;-	354	4
NCU14031	CM002236.1	6724620	6725811	-	1192	11
NCU15045	CM002236.1	6728640	6728738	+	99	69
NCU00921	CM002236.1;CM002236.1	6729079;6731759	6731653;6732092	+;+	2909	67
NCU00920	CM002236.1;CM002236.1;CM002236.1	6732240;6732450;6732726	6732390;6732652;6735625	-;-;-	3254	4
NCU00919	CM002236.1	6735642	6738473	-	2832	675
NCU00918	CM002236.1	6738210	6740408	+	2199	15
NCU00917	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	6741086;6741086;6743344;6743881;6743881	6743238;6743698;6743698;6744077;6744077	+;+;+;+;+	2810	26
NCU00916	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	6744520;6744520;6744520;6746447;6746447;6746447;6746580;6746580;6746580;6746719;6746719;6746719;6746887;6746887;6746887;6746994;6747072;6747072	6746394;6746394;6746394;6746524;6746524;6746524;6746651;6746651;6746651;6746826;6746826;6746826;6746996;6746902;6746902;6747976;6747976;6747976	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3223	26
NCU00915	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	6748814;6750224;6750485;6751285;6751916	6750146;6750423;6751199;6751863;6751985	+;+;+;+;+	2897	20
stk-16	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	6752091;6752497;6754343;6755261;6755261;6755917;6755917	6754291;6755208;6755208;6755854;6755854;6757105;6757073	+;+;+;+;+;+;+	4901	284
NCU00913	CM002236.1;CM002236.1;CM002236.1;CM002236.1	6761319;6761486;6763230;6763274	6763171;6763171;6763721;6763721	+;+;+;+	2345	0
NCU00912	CM002236.1;CM002236.1	6763889;6765550	6765497;6765892	-;-	1952	0
NCU00911	CM002236.1;CM002236.1;CM002236.1;CM002236.1	6778872;6780015;6780501;6781448	6779949;6780309;6781376;6782745	+;+;+;+	3547	50
NCU00907	CM002236.1	6801129	6801527	+	399	0
NCU00906	CM002236.1	6803641	6805949	-	2309	6
NCU00905	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	6807058;6807487;6807672;6808270;6808485	6807399;6807589;6808188;6808407;6810098	-;-;-;-;-	2714	344
NCU00904	CM002236.1;CM002236.1;CM002236.1	6810196;6810755;6812309	6810674;6812205;6812644	-;-;-	2266	565
NCU00903	CM002236.1;CM002236.1;CM002236.1;CM002236.1	6812522;6813377;6813624;6813806	6813226;6813559;6813683;6814329	+;+;+;+	1472	369
wc-2	CM002236.1;CM002236.1;CM002236.1	6815517;6816498;6817925	6816411;6817767;6819124	+;+;+	3365	1
uvs-6	CM002236.1;CM002236.1	6820468;6820997	6820931;6825018	-;-	4486	10
NCU00900	CM002236.1;CM002236.1;CM002236.1	6824881;6827013;6827130	6826944;6827061;6827679	+;+;+	2663	141
NCU00899	CM002236.1;CM002236.1;CM002236.1	6829030;6830470;6831003	6830410;6830938;6832236	-;-;-	3084	2
NCU00898	CM002236.1;CM002236.1	6832860;6834767	6834711;6835213	+;+	2299	2
NCU00897	CM002236.1;CM002236.1	6835995;6836752	6836692;6839567	-;-	3514	4
dot	CM002236.1;CM002236.1;CM002236.1	6839530;6840119;6841933	6840038;6841860;6842655	+;+;+	2974	13
NCU00895	CM002236.1;CM002236.1;CM002236.1;CM002236.1	6842941;6843548;6843656;6843915	6843489;6843594;6843847;6844961	-;-;-;-	1835	6
NCU00894	CM002236.1;CM002236.1	6845163;6845583	6845442;6847790	-;-	2488	2
folC	CM002236.1	6847806	6849959	-	2154	177
met-6	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	6848059;6849530;6850279;6850279;6851544;6851544;6851802	6850228;6850228;6851482;6851482;6851809;6851728;6851870	+;+;+;+;+;+;+	3701	377
NCU15046	CM002236.1	6852098	6852206	-	109	2
NCU00891	CM002236.1;CM002236.1	6853023;6853674	6853612;6856811	-;-	3728	311
gh2-1	CM002236.1;CM002236.1	6854907;6857192	6857129;6857976	+;+	3008	191
NCU00889	CM002236.1;CM002236.1;CM002236.1	6858870;6860214;6860340	6860154;6860278;6861115	+;+;+	2126	2
NCU11196	CM002236.1;CM002236.1;CM002236.1	6861284;6861564;6861872	6861484;6861819;6862692	-;-;-	1278	39
NCU11195	CM002236.1;CM002236.1	6862694;6863159	6863058;6864828	-;-	2035	74
NCU00887	CM002236.1	6864020	6865257	+	1238	58
NCU15047	CM002236.1	6865602	6865708	+	107	0
NCU00886	CM002236.1;CM002236.1;CM002236.1	6866224;6866696;6867696	6866605;6867551;6868116	+;+;+	1659	41
NCU00885	CM002236.1;CM002236.1	6868987;6870574	6870368;6870691	+;+	1500	2
NCU00884	CM002236.1;CM002236.1;CM002236.1	6872527;6872937;6874179	6872874;6874077;6874636	-;-;-	1947	60
NCU00883	CM002236.1;CM002236.1;CM002236.1	6874639;6875139;6875284	6874931;6875213;6875587	+;+;+	672	10
NCU00882	CM002236.1;CM002236.1	6876251;6877269	6877208;6878499	+;+	2189	18
ham-7	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	6878944;6878944;6879839;6879839;6880295;6880295;6881066	6879717;6879717;6880167;6880167;6880970;6881270;6881270	-;-;-;-;-;-;-	2079	8
NCU00880	CM002236.1;CM002236.1;CM002236.1	6881286;6882881;6884041	6882826;6883985;6884666	+;+;+	3272	123
NCU00879	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	6884760;6884760;6884839;6885760;6885760	6885685;6884782;6885685;6887564;6887564	-;-;-;-;-	2731	302
NCU00878	CM002236.1;CM002236.1	6887780;6888425	6888370;6888894	-;-	1061	36
NCU15048	CM002236.1	6889070	6889161	-	92	0
NCU00877	CM002236.1	6889607	6890489	-	883	10
NCU00876	CM002236.1	6890510	6892949	+	2440	17
NCU00875	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	6893200;6893496;6893637;6893880;6894459;6894599	6893436;6893558;6893821;6894394;6894543;6895121	+;+;+;+;+;+	1608	94
NCU00874	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	6895385;6895385;6899446;6899446;6899651;6899651;6899833;6899833;6900081;6900104;6900234;6900234	6899397;6899397;6899580;6899580;6899777;6899777;6900021;6900021;6900154;6900154;6900855;6900855	+;+;+;+;+;+;+;+;+;+;+;+	5160	2
NCU00873	CM002236.1;CM002236.1;CM002236.1;CM002236.1	6901541;6901675;6901845;6902482	6901613;6901793;6902427;6903211	-;-;-;-	1505	12
NCU00872	CM002236.1;CM002236.1;CM002236.1	6903395;6903564;6903959	6903514;6903897;6904560	-;-;-	1056	0
NCU00871	CM002236.1	6905715	6906650	+	936	4
NCU00870	CM002236.1;CM002236.1;CM002236.1	6907483;6909208;6909720	6909142;6909614;6909986	+;+;+	2334	4
NCU00869	CM002236.1	6910391	6913653	+	3263	4
NCU00868	CM002236.1;CM002236.1	6913757;6914626	6914556;6915541	+;+	1716	6
NCU00867	CM002236.1;CM002236.1	6915849;6916635	6916578;6918702	-;-	2798	2306
NCU00866	CM002236.1	6917036	6918763	+	1728	7246
NCU00865	CM002236.1	6919124	6921343	-	2220	919
NCU00864	CM002236.1;CM002236.1	6921148;6922133	6921950;6922640	+;+	1311	866
NCU00863	CM002236.1	6922584	6925468	-	2885	269
NCU00862	CM002236.1;CM002236.1	6924212;6925419	6925343;6926612	+;+	2326	185
NCU15049	CM002236.1	6927742	6927814	-	73	0
NCU00861	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	6928165;6928903;6929216;6929395;6929538;6929855;6929958	6928803;6929151;6929336;6929467;6929793;6929904;6930045	+;+;+;+;+;+;+	1476	15
NCU00860	CM002236.1;CM002236.1;CM002236.1	6930778;6932375;6932628	6932303;6932542;6933026	+;+;+	2093	2
NCU00859	CM002236.1;CM002236.1;CM002236.1;CM002236.1	6934489;6934977;6935279;6935437	6935268;6935043;6935955;6936565	+;+;+;+	2067	56
NCU00857	CM002236.1	6942197	6944478	-	2282	866
NCU00856	CM002236.1	6945177	6947029	-	1853	24
NCU16430	CM002236.1;CM002236.1	6946835;6947120	6947055;6947550	-;-	652	0
NCU00855	CM002236.1;CM002236.1;CM002236.1	6947843;6948117;6948326	6948045;6948265;6948649	-;-;-	676	87
NCU00854	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	6948984;6949157;6950342;6950757;6950976;6951684	6949013;6949280;6950681;6950901;6951625;6951704	-;-;-;-;-;-	1310	32
NCU15050	CM002236.1	6949901	6949972	-	72	42
NCU00853	CM002236.1	6951833	6953544	-	1712	6
NCU10889	CM002236.1;CM002236.1	6954092;6954439	6954176;6955178	-;-	825	8
NCU00852	CM002236.1	6956051	6957037	+	987	2
NCU00851	CM002236.1;CM002236.1	6958974;6959144	6959080;6959369	-;-	333	0
NCU00850	CM002236.1;CM002236.1;CM002236.1	6961882;6962275;6962749	6962190;6962680;6962857	-;-;-	824	34
NCU00849	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	6962783;6962783;6963220;6963342;6963417	6963269;6963148;6963269;6963981;6963981	+;+;+;+;+	1127	59
NCU00848	CM002236.1	6967984	6970315	-	2332	18
NCU00847	CM002236.1	6971660	6973082	-	1423	41
NCU00846	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	6973145;6973297;6974432;6974569;6974873;6975364	6973177;6974179;6974515;6974805;6975309;6976301	+;+;+;+;+;+	2612	6
NCU16432	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	6976621;6977443;6977530;6977647;6977781;6978217;6978389;6979759	6977356;6977462;6977566;6977720;6978157;6978312;6979605;6980270	-;-;-;-;-;-;-;-	3069	1176
NCU00845	CM002236.1;CM002236.1	6978756;6979618	6979544;6980502	+;+	1674	66
NCU00844	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	6981119;6981216;6981848;6982077;6982280;6982643;6982987;6983161	6981153;6981668;6982017;6982226;6982568;6982843;6983080;6984088	-;-;-;-;-;-;-;-	2320	25
ad-9	CM002236.1;CM002236.1	6984105;6985221	6985136;6985883	+;+	1695	16
NCU15604	CM002236.1	6984296	6984411	-	116	4
NCU00842	CM002236.1;CM002236.1;CM002236.1;CM002236.1	6987125;6987398;6987620;6987759	6987284;6987526;6987673;6987802	+;+;+;+	387	22
NCU00841	CM002236.1;CM002236.1	6989142;6989544	6989454;6990577	-;-	1347	2
NCU00840	CM002236.1;CM002236.1;CM002236.1	6990816;6991015;6993272	6990836;6993138;6993454	+;+;+	2328	0
NCU00839	CM002236.1;CM002236.1	6995309;6995662	6995579;6996419	-;-	1029	18
NCU00838	CM002236.1	6996183	6997951	+	1769	12
NCU00837	CM002236.1	7002702	7004301	-	1600	0
gh61-7	CM002236.1;CM002236.1;CM002236.1;CM002236.1	7005196;7005882;7006223;7006718	7005781;7006017;7006681;7006890	-;-;-;-	1354	0
NCU00835	CM002236.1;CM002236.1	7007299;7008042	7007956;7009671	+;+	2288	0
NCU00834	CM002236.1;CM002236.1	7011828;7013698	7013448;7013934	+;+	1858	419
NCU00833	CM002236.1;CM002236.1;CM002236.1	7015305;7016657;7017139	7016589;7017081;7022673	-;-;-	7245	654
NCU00832	CM002236.1;CM002236.1;CM002236.1	7024555;7025184;7026268	7025124;7026207;7027168	-;-;-	2495	44
scp	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	7027224;7027224;7027954;7028012;7028295;7028295;7029477;7029477	7027883;7027883;7028233;7028233;7029415;7029415;7030337;7030337	-;-;-;-;-;-;-;-	2922	0
tcu-1	CM002236.1;CM002236.1	7030363;7031525	7031380;7032262	+;+	1756	14
NCU00829	CM002236.1	7032938	7035436	-	2499	66
NCU00828	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	7036170;7036574;7036761;7036866;7037106	7036490;7036689;7036787;7036996;7037836	-;-;-;-;-	1326	5
NCU00827	CM002236.1	7037745	7040004	+	2260	183
NCU00826	CM002236.1;CM002236.1	7041277;7042439	7042362;7043025	-;-	1673	0
NCU00825	CM002236.1;CM002236.1	7043408;7044778	7044706;7045920	+;+	2442	0
hda-3	CM002236.1;CM002236.1;CM002236.1;CM002236.1	7046029;7047686;7048296;7048660	7047634;7048227;7048596;7049316	+;+;+;+	3106	0
rpn-11	CM002236.1;CM002236.1;CM002236.1	7049640;7050141;7050456	7050036;7050394;7051539	-;-;-	1735	6
NCU00822	CM002236.1;CM002236.1;CM002236.1	7052992;7054438;7054596	7054241;7054506;7055104	+;+;+	1828	0
NCU00821	CM002236.1;CM002236.1;CM002236.1;CM002236.1	7056000;7057779;7058161;7058505	7057722;7058095;7058441;7058684	+;+;+;+	2501	4
NCU00819	CM002236.1;CM002236.1;CM002236.1	7061882;7062390;7062877	7062301;7062482;7062927	+;+;+	564	16
NCU00818	CM002236.1	7063260	7065462	+	2203	65
NCU00817	CM002236.1	7067679	7069718	-	2040	0
NCU15051	CM002236.1	7070664	7070811	+	148	0
NCU00814	CM002236.1;CM002236.1;CM002236.1;CM002236.1	7072683;7073217;7075379;7075553	7073161;7075321;7075479;7075986	+;+;+;+	3119	0
NCU00813	CM002236.1;CM002236.1	7076167;7076721	7076643;7078358	-;-	2115	285
NCU00812	CM002236.1;CM002236.1	7077348;7079009	7078899;7079923	+;+	2467	2290
NCU00811	CM002236.1	7081981	7084100	-	2120	19
gh2-3	CM002236.1;CM002236.1	7084807;7086160	7086092;7088666	+;+	3793	0
NCU00809	CM002236.1;CM002236.1	7088949;7089968	7089903;7091552	-;-	2540	0
NCU00808	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	7091574;7092219;7092363;7092493;7093274;7094369	7091674;7092293;7092438;7093187;7093846;7094712	-;-;-;-;-;-	1864	0
NCU15052	CM002236.1	7094693	7094793	-	101	0
NCU00807	CM002236.1;CM002236.1;CM002236.1;CM002236.1	7095246;7095441;7095678;7095880	7095304;7095595;7095769;7095942	+;+;+;+	369	8
NCU15053	CM002236.1	7096516	7096604	+	89	0
NCU00806	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	7097634;7097962;7098313;7098409;7098731;7099585;7100165	7097702;7098245;7098347;7098543;7098880;7099606;7100186	+;+;+;+;+;+;+	717	3
NCU15054	CM002236.1	7100698	7100786	+	89	0
NCU00805	CM002236.1;CM002236.1;CM002236.1;CM002236.1	7101915;7103214;7104312;7105043	7103130;7104125;7104685;7105538	+;+;+;+	2998	0
NCU14032	CM002236.1;CM002236.1;CM002236.1	7103566;7104312;7105043	7104125;7104685;7105334	+;+;+	1226	0
NCU00804	CM002236.1;CM002236.1;CM002236.1	7110118;7110690;7110825	7110184;7110775;7110893	+;+;+	222	9
NCU00803	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	7113878;7113969;7115472;7115472;7115662;7115821;7115821	7115411;7115411;7115761;7115600;7115761;7115941;7116130	-;-;-;-;-;-;-	2134	0
NCU00802	CM002236.1;CM002236.1	7117551;7119544	7119140;7119576	-;-	1623	0
cdt-1	CM002236.1;CM002236.1;CM002236.1	7121829;7122247;7123548	7122174;7123476;7125021	+;+;+	3050	0
NCU10770	CM002236.1;CM002236.1	7124424;7124554	7124501;7124763	-;-	288	7
NCU00800	CM002236.1;CM002236.1;CM002236.1;CM002236.1	7127315;7129050;7129384;7129742	7128967;7129289;7129685;7130103	+;+;+;+	2557	0
NCU00799	CM002236.1;CM002236.1	7130370;7131476	7131406;7134604	-;-	4166	460
NCU00798	CM002236.1	7131344	7132928	+	1585	182
NCU00797	CM002236.1	7132913	7134885	+	1973	122
NCU00796	CM002236.1;CM002236.1;CM002236.1	7135345;7136779;7137440	7136675;7137366;7139163	-;-;-	3643	12
NCU00795	CM002236.1;CM002236.1	7140514;7140777	7140674;7142533	-;-	1918	90
NCU00794	CM002236.1;CM002236.1;CM002236.1;CM002236.1	7143221;7143782;7144841;7145032	7143721;7144775;7144966;7145818	-;-;-;-	2408	12
NCU10894	CM002236.1;CM002236.1;CM002236.1;CM002236.1	7149409;7149943;7150529;7150610	7149667;7150356;7150560;7150834	-;-;-;-	930	12
NCU00793	CM002236.1;CM002236.1;CM002236.1;CM002236.1	7151166;7151714;7154449;7154538	7151538;7154379;7154485;7155148	-;-;-;-	3687	39
NCU00792	CM002236.1;CM002236.1;CM002236.1;CM002236.1	7155697;7156021;7156375;7157526	7155836;7156169;7157147;7158349	-;-;-;-	1886	32
hak-1	CM002236.1;CM002236.1;CM002236.1	7160898;7161606;7161842	7161513;7161792;7164346	-;-;-	3308	6
msh4	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	7164391;7164794;7166171;7166592;7166986;7167134;7167931;7168136	7164712;7166118;7166539;7166933;7167085;7167875;7168079;7168899	-;-;-;-;-;-;-;-	4113	2
NCU00789	CM002236.1;CM002236.1;CM002236.1	7169090;7170067;7172422	7169985;7172351;7172986	+;+;+	3746	2
NCU00788	CM002236.1;CM002236.1	7173317;7175882	7175824;7176521	-;-	3148	0
NCU00787	CM002236.1	7177092	7178704	-	1613	6
gpr-1	CM002236.1;CM002236.1;CM002236.1;CM002236.1	7179990;7181469;7181792;7182053	7181294;7181732;7181990;7182378	+;+;+;+	2094	2
NCU00784	CM002236.1;CM002236.1;CM002236.1	7185959;7187965;7188931	7187889;7188701;7189332	+;+;+	3070	0
NCU00783	CM002236.1	7190600	7190887	+	288	2
NCU14033	CM002236.1	7193317	7194259	-	943	0
NCU00782	CM002236.1;CM002236.1;CM002236.1;CM002236.1	7194841;7195134;7195244;7195517	7195055;7195178;7195449;7196850	-;-;-;-	1800	0
NCU00781	CM002236.1	7201094	7201383	-	290	0
NCU00780	CM002236.1	7202837	7204284	-	1448	2
NCU00779	CM002236.1	7206321	7207789	-	1469	197
NCU00778	CM002236.1;CM002236.1;CM002236.1;CM002236.1	7206324;7208096;7208610;7208921	7208038;7208523;7208843;7209164	+;+;+;+	2621	0
NCU00777	CM002236.1;CM002236.1;CM002236.1	7209435;7209746;7210921	7209665;7210847;7213099	-;-;-	3512	12
T	CM002236.1;CM002236.1;CM002236.1	7210768;7212002;7212946	7211902;7212866;7212976	+;+;+	2031	39
tca-6	CM002236.1;CM002236.1;CM002236.1	7214344;7215571;7216878	7215515;7216619;7217183	+;+;+	2527	0
NCU00774	CM002236.1;CM002236.1	7217651;7219363	7219288;7219961	+;+	2237	96
NCU00773	CM002236.1;CM002236.1	7220200;7220804	7220701;7221720	+;+	1419	972
stk-6	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	7223197;7223197;7225519;7225519;7225911;7225911;7226026	7225455;7225455;7225835;7225835;7226658;7225941;7226658	+;+;+;+;+;+;+	3324	0
NCU00771	CM002236.1;CM002236.1	7227358;7229059	7229003;7230289	+;+	2877	10
NCU00770	CM002236.1;CM002236.1	7230617;7236205	7236132;7236711	+;+	6023	0
NCU00768	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	7239594;7239986;7241228;7241336;7241713;7242639;7242860;7243042;7243236;7243557;7244520	7239920;7240060;7241274;7241428;7241789;7242779;7242967;7243182;7243502;7244076;7245038	-;-;-;-;-;-;-;-;-;-;-	2315	0
NCU16438	CM002236.1;CM002236.1;CM002236.1	7248363;7249086;7249477	7249015;7249330;7250003	-;-;-	1425	4
NCU16439	CM002236.1;CM002236.1;CM002236.1	7250164;7250548;7250727	7250499;7250651;7250745	+;+;+	459	0
NCU16440	CM002236.1;CM002236.1	7250876;7251373	7251020;7251638	-;-	411	1
NCU00766	CM002236.1	7252235	7253252	+	1018	10
aap-2	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	7256383;7256616;7256953;7257417;7257639;7258187	7256544;7256892;7257358;7257573;7258115;7258595	-;-;-;-;-;-	1888	2
NCU00764	CM002236.1	7266073	7266621	-	549	4
NCU00763	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	7267094;7268310;7268545;7268691;7268832;7269018	7268225;7268477;7268606;7268740;7268889;7271438	-;-;-;-;-;-	3891	84
gh5-1	CM002236.1;CM002236.1	7271711;7272743	7272673;7273785	+;+	2006	2
NCU00761	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	7274308;7274308;7275813;7275813;7278042	7275732;7275732;7277947;7278633;7278633	+;+;+;+;+	4246	34
NCU00760	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	7276921;7277509;7277860;7278001;7278106	7276942;7277738;7277883;7278033;7278147	-;-;-;-;-	351	1257
NCU00759	CM002236.1;CM002236.1;CM002236.1;CM002236.1	7279481;7279867;7280989;7280989	7280889;7280925;7283180;7283180	-;-;-;-	3637	8
NCU00758	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	7287588;7288211;7289682;7289883;7290250	7288158;7289604;7289802;7290188;7290779	-;-;-;-;-	2922	6
NCU00757	CM002236.1;CM002236.1	7294158;7294859	7294741;7295330	-;-	1056	82
NCU00756	CM002236.1;CM002236.1;CM002236.1	7297108;7297352;7297555	7297271;7297414;7297678	+;+;+	351	2
NCU00755	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	7297630;7298488;7298888;7300258;7300576;7301012	7298425;7298722;7300201;7300502;7300904;7301466	-;-;-;-;-;-	3374	14
NCU00754	CM002236.1;CM002236.1;CM002236.1	7302928;7304689;7305034	7304606;7304952;7305736	+;+;+	2646	0
NCU00753	CM002236.1;CM002236.1;CM002236.1	7312111;7312363;7313395	7312186;7313315;7314029	-;-;-	1664	2
NCU00752	CM002236.1	7315362	7315826	-	465	6
NCU00751	CM002236.1;CM002236.1;CM002236.1	7317207;7318088;7318625	7317520;7318304;7319761	-;-;-	1668	843
NCU11095	CM002236.1;CM002236.1;CM002236.1	7318856;7319071;7320067	7319012;7319875;7321215	+;+;+	2111	2339
NCU16441	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	7325195;7325562;7326175;7326880;7327309	7325311;7325587;7326304;7327082;7327405	+;+;+;+;+	573	16
chc-1	CM002236.1;CM002236.1	7327756;7328509	7328084;7330004	-;-	1825	537
NCU00748	CM002236.1	7331956	7334246	+	2291	478
NCU00747	CM002236.1	7337923	7338783	+	861	8
NCU00746	CM002236.1;CM002236.1;CM002236.1	7340581;7341376;7341834	7341284;7341739;7341842	+;+;+	1077	4
NCU00745	CM002236.1;CM002236.1	7342698;7343758	7343511;7343887	+;+	944	10
NCU00744	CM002236.1;CM002236.1;CM002236.1;CM002236.1	7348489;7349740;7350038;7350309	7349602;7349963;7350138;7351528	-;-;-;-	2659	4
NCU00743	CM002236.1;CM002236.1;CM002236.1;CM002236.1	7352112;7352660;7357111;7357673	7352590;7357028;7357537;7358123	+;+;+;+	5726	0
NCU00742	CM002236.1	7360766	7362918	-	2153	294
NCU00741	CM002236.1;CM002236.1	7360937;7362850	7362782;7364597	+;+	3594	1084
NCU00740	CM002236.1;CM002236.1	7364773;7367308	7367242;7368279	-;-	3442	2
NCU00739	CM002236.1	7369025	7369396	-	372	0
cdp-2	CM002236.1;CM002236.1;CM002236.1	7370870;7370870;7373433	7373260;7373518;7373518	+;+;+	2649	2
NCU00737	CM002236.1;CM002236.1	7374184;7375181	7375070;7376676	-;-	2383	509
NCU00736	CM002236.1;CM002236.1	7375502;7377052	7376945;7377192	+;+	1585	49
NCU00735	CM002236.1;CM002236.1	7377669;7378115	7377867;7378932	-;-	1017	8
NCU00734	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	7378848;7380399;7380469;7380577;7380967	7380323;7380418;7380518;7380619;7381433	+;+;+;+;+	2056	26
NCU00733	CM002236.1	7383007	7383980	-	974	0
NCU00732	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	7386748;7386989;7387237;7387569;7387891;7388813	7386913;7387164;7387504;7387615;7388691;7388890	+;+;+;+;+;+	1536	20
NCU00730	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	7391559;7393470;7393829;7394611;7394836	7393396;7393756;7394540;7394759;7394977	+;+;+;+;+	3128	454
NCU00729	CM002236.1;CM002236.1	7395887;7396939	7396754;7397486	+;+	1416	4
NCU00728	CM002236.1;CM002236.1	7398816;7398972	7398874;7401357	-;-	2445	88
NCU00727	CM002236.1;CM002236.1	7402330;7402840	7402764;7404039	-;-	1635	68
csr-1	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	7403946;7404590;7405030;7405192;7406195	7404523;7404759;7405097;7405336;7406381	+;+;+;+;+	1148	16
NCU00725	CM002236.1;CM002236.1;CM002236.1;CM002236.1	7406613;7406996;7407134;7407282	7406919;7407027;7407213;7408949	-;-;-;-	2087	6
NCU00724	CM002236.1;CM002236.1;CM002236.1;CM002236.1	7409991;7410134;7411023;7412197	7410077;7410908;7412102;7412312	-;-;-;-	2058	12
NCU00723	CM002236.1;CM002236.1;CM002236.1;CM002236.1	7413276;7413527;7414274;7415466	7413418;7414216;7415403;7415829	+;+;+;+	2327	0
NCU16442	CM002236.1	7416053	7417518	-	1466	23
NCU00722	CM002236.1;CM002236.1;CM002236.1;CM002236.1	7416282;7417468;7419786;7419786	7419680;7419701;7419957;7419999	+;+;+;+	3634	299
