# Program:featureCounts v2.0.0; Command:"featureCounts" "-T" "6" "-a" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/NC12_annotation.gtf" "-o" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/readcounts_3.txt" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444037.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444038.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444043.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970629.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970630.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970631.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970598.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970599.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970600.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269830.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269647.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269650.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916318.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916319.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916320.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970603.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970606.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970610.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027727.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027728.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027730.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269825.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269775.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269782.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269810.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916163.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916164.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916165.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444037.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444038.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444043.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970629.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970630.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970631.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970598.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970599.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970600.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269830.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269647.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269650.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916318.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916319.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916320.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970603.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970606.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970610.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027727.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027728.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027730.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269825.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269775.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269782.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269810.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916163.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916164.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916165.sorted.bam
NCU02802	CM002236.1;CM002236.1	9069483;9070384	9070319;9071840	+;+	2294	1154	1153	1158	1228	952	1073	723	981	839	509	616	892	497	442	412	1009	1268	731	222	303	396	1875	2369	2275	1865	399	375	351
NCU02801	CM002236.1;CM002236.1	9071709;9072651	9072563;9073227	-;-	1432	7167	7728	7491	7159	6210	7318	7268	8826	9354	2516	2973	3493	2966	2078	2968	7224	8023	5463	3447	4642	3374	14135	18586	18207	13405	2771	2857	5505
NCU02800	CM002236.1;CM002236.1;CM002236.1	9074031;9074827;9076900	9074712;9076847;9077852	+;+;+	3656	9470	7671	8294	7060	6273	6574	6053	7791	7011	3852	3712	4892	3438	2652	2250	7803	8142	5643	2823	3615	2882	11715	14316	14797	11343	2557	2076	3232
NCU02799	CM002236.1;CM002236.1;CM002236.1	9080419;9081512;9082815	9081463;9082753;9083430	-;-;-	2903	841	622	799	1096	1107	1316	646	710	761	1043	1204	1633	336	259	260	946	894	927	1337	1439	1043	1032	1330	1334	935	273	217	277
NCU02798	CM002236.1;CM002236.1;CM002236.1	9083602;9083993;9084898	9083934;9084817;9085430	+;+;+	1691	19646	30340	22707	27293	29414	35240	10361	11365	10023	46780	52792	78512	5844	4590	5175	14411	10663	14861	26231	29269	19987	18158	22537	22467	18444	8137	5404	5813
NCU16489	CM002236.1;CM002236.1	9085096;9085449	9085372;9086180	-;-	1009	35	24	39	47	36	53	41	30	32	43	42	76	53	12	36	54	40	57	37	35	22	82	136	104	65	18	24	45
NCU02797	CM002236.1;CM002236.1;CM002236.1;CM002236.1	9090653;9091412;9091716;9091957	9090842;9091640;9091888;9093660	+;+;+;+	2296	78825	58203	74645	75348	66501	67738	75388	89959	86527	38481	42757	59950	27203	17950	15325	83045	84788	59189	37351	40865	34396	153634	196885	197670	152582	16721	16381	20988
NCU02796	CM002236.1;CM002236.1;CM002236.1	9093585;9093585;9096240	9095794;9096219;9096840	-;-;-	3236	1678	1470	1445	1366	1250	1200	1182	1527	1466	796	852	1187	473	396	372	1307	1358	938	509	557	670	1736	2116	1963	1660	415	315	412
NCU02795	CM002236.1	9098042	9099541	+	1500	447	359	451	361	310	378	233	288	299	249	227	312	71	68	47	304	353	243	121	124	130	516	735	611	511	53	44	55
NCU16490	CM002236.1;CM002236.1	9100715;9103633	9103548;9103817	+;+	3019	592	403	579	588	540	640	385	512	380	429	421	517	174	104	120	530	635	513	209	248	170	1126	1378	1522	978	198	132	273
NCU10987	CM002236.1;CM002236.1;CM002236.1;CM002236.1	9104963;9106141;9107131;9108065	9106058;9107040;9107978;9108106	-;-;-;-	2886	2200	2033	2123	2823	2748	3091	1872	2410	2225	1517	1450	2011	955	719	601	1723	2000	1381	1013	1274	960	2451	3415	3479	2531	545	654	1087
NCU02794	CM002236.1;CM002236.1	9109342;9113514	9113438;9114311	+;+	4895	5109	4192	4835	5031	4666	4923	4323	5307	4726	3618	3511	4817	2159	1572	1286	4956	5132	3841	2064	2492	1913	7787	9793	9837	7599	1326	1327	2731
NCU02793	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	9117558;9117745;9117851;9118060;9118060;9118068;9121353;9121353;9123078;9123078;9123078;9123078;9123078;9129043;9129043;9129043;9129043;9129043;9129596;9129596;9129596;9129596;9129599;9130545;9130698;9130856;9130859;9130859;9130859;9130859;9132127;9132568;9132568;9132568;9132568;9132568;9133654;9133966;9133966;9136323;9136323;9136323;9136992;9136992;9136992;9136992;9136992;9143192;9143203;9147676;9147676;9147676;9147676;9147676;9149791;9149791;9149791;9149791;9149791	9117725;9121265;9121265;9123023;9123023;9123023;9123023;9123023;9128988;9128988;9128988;9128988;9128988;9129539;9129539;9129539;9129539;9129539;9130790;9130790;9130790;9130790;9130436;9130610;9130790;9132066;9132172;9132172;9132172;9132172;9132172;9133520;9136913;9136913;9133865;9133865;9136257;9136257;9136257;9136913;9136913;9136913;9147597;9143040;9143040;9147597;9147597;9147597;9147597;9149720;9149720;9149720;9149720;9149720;9151762;9151762;9151762;9151762;9151762	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	33336	16642	12974	13373	16204	14761	15474	8195	12532	9433	14640	16881	23527	2822	1956	1865	15768	15114	12836	7241	7223	9222	19609	25543	25917	19532	2763	2009	3617
NCU10282	CM002236.1;CM002236.1;CM002236.1	9153854;9154781;9160362	9154568;9160079;9162004	-;-;-	7657	2971	2686	2779	3073	2801	2559	2139	2836	2289	2520	2474	3318	654	577	602	2764	2601	2004	1243	1166	1164	4104	4905	4945	3937	544	444	639
NCU02791	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	9175747;9177041;9177436;9179527;9179906	9176988;9177384;9179392;9179697;9180312	+;+;+;+;+	4121	1188	883	1068	1421	1309	1229	998	1239	1220	206	200	366	389	309	271	1260	1368	915	505	687	626	2519	3066	3023	2601	231	293	422
NCU02790	CM002236.1;CM002236.1	9180232;9181837	9181759;9183407	-;-	3099	2688	2742	2555	3320	3637	4011	2449	2659	2525	2454	2609	3617	1103	846	593	3595	3759	3023	1964	1974	1825	4771	6783	6678	5097	827	803	1386
NCU02789	CM002236.1;CM002236.1;CM002236.1	9184315;9185816;9187924	9185752;9187871;9191423	-;-;-	6994	1718	1355	1380	1522	1558	1418	1745	2104	1715	692	667	824	489	367	279	1424	1556	1156	841	928	814	3226	3952	4041	2985	408	308	508
NCU02788	CM002236.1;CM002236.1;CM002236.1	9192180;9192444;9193815	9192387;9193749;9195193	+;+;+	2893	2016	2135	2185	2246	2139	2190	1364	1808	1878	2051	1878	2700	689	514	533	1737	1925	1497	1209	1296	1131	3455	4311	4180	3558	643	609	665
NCU02787	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	9195286;9195790;9195877;9195984;9196210	9195740;9195818;9195921;9196156;9199363	+;+;+;+;+	3856	1141	980	986	1230	1237	1237	1052	1310	1124	549	594	782	363	280	225	1045	998	948	596	617	566	1419	1935	2021	1536	237	237	333
NCU02786	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	9199811;9199877;9200688;9200688;9201168;9201168;9201751	9200624;9200624;9201068;9201068;9201622;9201898;9201824	-;-;-;-;-;-;-	1926	15017	12433	14761	16404	14690	14573	11667	14336	13866	6271	6220	8487	6166	5794	5367	18958	18856	15026	9652	11808	9261	24051	29927	29356	24095	5666	5543	8083
NCU02785	CM002236.1	9202097	9204268	-	2172	14749	23782	14527	10761	10083	11198	4363	6078	5480	11885	10622	15088	3360	3221	3565	3830	3662	3171	2198	3063	3259	5954	7166	7149	6032	6320	3808	3821
NCU02784	CM002236.1;CM002236.1	9204487;9204929	9204872;9205551	+;+	1009	5397	4849	5355	4310	3895	3991	3795	4800	4751	2634	2759	4139	2091	1549	1430	4146	4470	3511	2569	3338	2441	10601	11762	11987	10012	1294	1599	1928
NCU10239	CM002236.1;CM002236.1;CM002236.1;CM002236.1	9205850;9206946;9207187;9207995	9206529;9207059;9207794;9208791	+;+;+;+	2199	846	627	757	800	698	701	672	743	781	273	285	373	513	330	279	863	793	677	286	462	285	1387	1774	1861	1278	308	259	711
NCU02783	CM002236.1;CM002236.1;CM002236.1;CM002236.1	9209219;9210697;9210966;9211223	9210643;9210906;9211173;9211958	-;-;-;-	2579	1211	962	1267	1216	1130	1086	629	733	771	471	503	725	835	472	418	1118	1444	805	451	511	441	2940	3706	3650	3093	373	389	488
NCU02782	CM002236.1	9213078	9216092	-	3015	135	100	72	156	135	145	52	113	73	52	86	123	46	35	34	94	76	70	52	50	57	186	195	220	196	38	26	63
NCU02781	CM002236.1;CM002236.1;CM002236.1	9216537;9216936;9217862	9216868;9217778;9218308	-;-;-	1622	9337	8605	8866	9097	7742	8537	7897	9362	9359	5652	5742	7813	3416	2977	2429	8472	8888	6307	4657	5941	4254	15795	20178	19896	15622	2698	2564	3639
NCU02780	CM002236.1;CM002236.1	9218646;9219226	9219161;9220358	+;+	1649	1455	1230	1478	1250	1055	1032	1343	1663	1527	478	452	588	527	379	388	1106	1252	797	446	444	511	2686	3335	3282	2281	334	308	351
NCU02779	CM002236.1;CM002236.1;CM002236.1	9219716;9220157;9220475	9219895;9220390;9220927	-;-;-	867	139	105	119	165	134	150	83	106	110	40	46	80	71	54	57	134	129	157	64	88	95	112	183	175	104	48	46	62
NCU02778	CM002236.1;CM002236.1	9221754;9223016	9222954;9224912	+;+	3098	3138	2490	3245	2728	2567	2560	2017	2560	2538	1188	1191	1616	990	701	572	2655	2894	2169	1414	1639	1398	5388	6875	6807	5412	699	669	844
NCU02777	CM002236.1;CM002236.1	9226315;9229108	9229051;9229345	-;-	2975	1279	857	1341	1008	1001	955	1024	1236	1306	376	442	567	575	274	291	1375	1536	1018	547	599	687	2555	3238	3270	2584	288	289	301
NCU02776	CM002236.1;CM002236.1	9229811;9230082	9230018;9232487	+;+	2614	1253	960	1057	505	425	418	1184	1670	1595	163	225	329	388	224	175	559	1053	443	207	175	180	2394	2695	2846	2249	206	245	273
NCU02775	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	9233545;9234568;9234970;9235298;9235538;9235739	9234458;9234910;9235238;9235377;9235592;9236639	-;-;-;-;-;-	2562	5422	4615	5597	5012	4445	4576	4535	5697	5492	3219	3333	4611	2098	1471	1496	4852	5294	3999	2308	2544	2079	8250	10926	10712	8180	1605	1379	1986
NCU02774	CM002236.1;CM002236.1;CM002236.1	9237030;9237692;9238008	9237230;9237934;9238127	-;-;-	564	2	5	9	4	12	5	9	3	3	9	15	7	4	7	0	14	14	8	3	7	8	14	17	9	15	6	5	5
NCU14048	CM002236.1	9241351	9242274	+	924	207	136	220	212	131	172	93	138	134	108	124	154	72	67	85	172	172	123	77	135	90	194	286	295	251	71	37	80
NCU02773	CM002236.1;CM002236.1	9246412;9247060	9246990;9248110	+;+	1630	2404	2905	2390	2506	2326	2746	1851	2305	2298	1540	1736	2536	1027	653	1165	1824	2328	1569	840	1029	827	3059	4285	4180	3138	914	833	878
NCU02772	CM002236.1;CM002236.1;CM002236.1	9248424;9249834;9250073	9249734;9250006;9250112	+;+;+	1524	2848	5102	3237	3619	3343	4425	1066	1320	1373	5924	6991	9969	1050	731	1777	1364	1115	1105	833	833	1051	1359	1732	1840	1436	1934	1304	842
NCU02771	CM002236.1;CM002236.1;CM002236.1;CM002236.1	9249995;9250757;9251357;9251496	9250695;9251292;9251398;9251791	-;-;-;-	1575	9767	10747	10014	9626	8242	8596	11116	13728	13663	4508	5195	7543	4710	4141	3972	8253	9080	6446	4953	6428	4974	15722	19627	20154	15853	4754	3804	5886
NCU02770	CM002236.1	9252527	9257087	+	4561	2935	2559	2803	2527	2140	1924	2663	3041	2943	1174	1227	1630	591	407	484	2598	2514	1864	1041	1052	800	4573	5575	5390	4333	447	454	468
NCU02769	CM002236.1;CM002236.1	9258233;9259014	9258424;9259178	+;+	357	34	9	28	14	19	13	16	7	20	19	27	37	5	1	1	31	31	34	14	12	6	23	33	32	33	0	1	7
NCU16491	CM002236.1;CM002236.1;CM002236.1;CM002236.1	9260456;9261886;9262550;9264650	9261799;9262485;9264505;9264973	+;+;+;+	4224	439	376	296	401	515	453	364	375	309	311	413	574	88	58	68	391	294	274	222	219	212	634	768	786	619	111	24	77
NCU16492	CM002236.1;CM002236.1;CM002236.1	9265380;9265651;9266013	9265584;9265921;9266526	+;+;+	990	24	44	24	45	32	36	33	38	36	18	25	43	9	4	8	24	25	29	5	19	12	36	52	59	45	5	4	22
NCU15608	CM002236.1	9266873	9266971	-	99	3	1	2	0	10	3	2	2	11	0	5	4	2	2	0	4	0	2	2	1	1	3	7	7	6	2	0	5
NCU02767	CM002236.1;CM002236.1;CM002236.1;CM002236.1	9272188;9272760;9273886;9274260	9272574;9273823;9274202;9275044	+;+;+;+	2553	2198	868	2581	1160	1180	1462	1381	1711	1614	2037	2102	2872	1456	1059	1001	1359	1502	1094	963	1037	937	3288	4006	4046	3280	681	722	1347
NCU02765	CM002236.1;CM002236.1;CM002236.1	9278668;9279336;9279981	9279225;9279693;9280151	-;-;-	1087	21476	13335	22693	25933	24638	22313	55874	62373	67104	10581	10784	16766	7177	3904	3850	34439	36036	29029	28042	30321	19848	48865	64593	63506	48447	5665	6326	10925
NCU02764	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	9280963;9282335;9282622;9283127;9283713	9282270;9282559;9283075;9283651;9286536	-;-;-;-;-	5336	5122	4878	4064	3423	3134	3715	2136	2685	2390	3822	3606	5039	1686	847	1260	3361	3011	2573	2083	2252	1657	3606	4445	4425	3565	963	991	1334
NCU11053	CM002236.1;CM002236.1;CM002236.1	9337207;9337565;9338051	9337503;9337972;9338673	+;+;+	1328	3260	2228	3129	2319	2110	2011	2143	2460	2389	2158	2178	2897	1779	743	1022	3167	3710	2766	1398	1851	1134	6560	7985	7642	6670	1138	1256	1671
NCU09269	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	9338769;9338917;9339049;9339312;9339312;9339499;9339499;9339719;9339719;9339981;9339981	9338938;9339157;9339157;9339404;9339404;9339652;9339652;9339924;9339924;9340737;9340815	+;+;+;+;+;+;+;+;+;+;+	1677	41880	39511	41358	41844	37340	38157	40761	50868	49383	21579	23979	34758	16078	13724	11113	33529	32674	27395	20700	24776	19874	63608	80678	81020	62940	12028	11456	15454
NCU09268	CM002236.1;CM002236.1	9348625;9349136	9348958;9350005	+;+	1204	133	167	179	153	144	154	80	140	109	109	110	153	55	36	42	116	172	73	102	89	48	171	240	247	157	21	29	54
NCU09267	CM002236.1;CM002236.1;CM002236.1	9351481;9351592;9352168	9351531;9352117;9354965	+;+;+	3375	899	739	1140	915	776	1166	229	302	359	19242	14396	20094	869	141	373	2741	3312	1959	398	553	340	5687	6931	7214	5429	487	437	1197
NCU09266	CM002236.1	9355990	9358427	-	2438	6164	4631	5678	5649	4967	4966	5215	6341	6506	3100	2830	3725	2197	1698	1310	6847	6609	4996	3354	3643	2986	8182	9440	9555	8072	1912	1713	2086
NCU09265	CM002236.1;CM002236.1;CM002236.1	9359863;9361569;9361937	9361505;9361854;9362512	-;-;-	2505	22947	18892	25917	22595	21142	20035	20845	25800	25554	8800	8844	12506	8587	7591	5646	27878	24436	22918	13607	15305	12120	39655	50088	49590	38777	6246	5562	8920
NCU09264	CM002236.1;CM002236.1	9363505;9364906	9364818;9365144	+;+	1553	1495	1429	1623	1354	1194	1208	1626	2032	2091	231	373	482	516	473	517	972	1068	792	637	742	678	2329	2483	2668	2206	371	499	476
NCU09263	CM002236.1;CM002236.1	9365024;9366044	9365890;9366871	-;-	1695	29462	19890	29601	33875	31312	31700	46943	46981	50892	21538	25436	37554	17810	10879	15215	51333	53895	42130	28699	33059	23004	117381	152807	152502	116143	6709	9935	15796
NCU09262	CM002236.1	9370210	9371705	-	1496	906	881	1008	768	708	728	1264	1339	1299	1024	1141	1613	1564	878	965	1067	1082	847	515	530	332	1954	2330	2442	1824	305	421	1560
NCU09261	CM002236.1;CM002236.1	9371675;9372105	9372034;9372410	-;-	666	317	257	307	241	192	167	286	356	358	167	182	244	184	76	85	302	290	184	93	91	63	424	516	488	402	65	75	107
NCU09260	CM002236.1	9372823	9374678	-	1856	446	372	531	515	428	395	355	502	431	86	109	129	169	92	100	467	592	376	151	155	130	730	894	879	640	102	140	147
NCU09259	CM002236.1;CM002236.1	9376264;9376775	9376711;9378819	+;+	2493	1228	1055	1131	1017	930	872	815	1148	1134	335	392	484	384	223	200	1075	1192	823	411	449	299	1962	2451	2559	2004	283	322	395
NCU09258	CM002236.1;CM002236.1;CM002236.1	9379154;9380319;9383134	9380266;9383003;9383579	-;-;-	4244	2764	2518	2445	2423	2073	2188	2198	2556	2282	1449	1452	1903	866	721	549	2669	2758	1991	852	928	1135	4545	5267	5386	4363	614	510	590
NCU09257	CM002236.1;CM002236.1	9383984;9384409	9384309;9385384	+;+	1302	1111	1166	1180	1157	1094	1100	1477	1895	1862	592	761	848	335	207	297	964	954	676	395	605	554	1577	2142	2069	1638	214	221	214
NCU09256	CM002236.1;CM002236.1;CM002236.1	9385257;9385857;9386242	9385797;9386142;9386753	+;+;+	1339	231	200	191	192	183	218	256	407	293	155	198	199	77	109	53	198	212	138	139	176	102	244	316	350	268	99	76	88
NCU09255	CM002236.1;CM002236.1;CM002236.1	9386675;9386966;9387834	9386906;9387065;9388309	-;-;-	808	707	688	716	689	648	666	759	944	930	414	525	666	405	369	391	737	724	548	529	547	389	1754	2152	2227	1642	359	365	464
NCU09254	CM002236.1	9388500	9391246	-	2747	1022	820	839	940	898	852	766	970	876	231	238	377	272	228	181	805	816	709	339	398	436	1401	1841	1978	1394	243	176	225
NCU09253	CM002236.1;CM002236.1;CM002236.1	9392348;9393755;9395454	9393688;9395392;9397527	-;-;-	5053	7325	3228	6232	4878	4530	4419	6625	7625	7634	3216	2769	3888	3646	1508	1175	10294	12143	6948	3582	3981	2517	20763	25297	25149	20201	1450	1845	2839
NCU09252	CM002236.1	9399033	9403859	-	4827	3095	2055	2698	2225	1912	1899	1743	2353	1998	1080	1134	1493	980	733	663	2679	2727	1903	954	1167	1006	6832	8040	7940	6765	480	613	747
NCU09251	CM002236.1;CM002236.1;CM002236.1	9408016;9408609;9408969	9408396;9408726;9409351	+;+;+	882	2381	1980	2528	2341	2227	2041	3347	3771	4003	969	1341	2124	1332	930	929	2284	2002	1927	1332	1741	1334	4673	6026	6053	4856	655	905	1135
NCU09250	CM002236.1;CM002236.1	9409337;9410150	9410031;9410295	-;-	841	2556	2936	2461	2739	2280	2504	3199	3755	3603	1689	1711	2566	890	629	710	2013	1841	1425	1133	1324	1028	2610	3226	3090	2609	537	611	668
NCU09249	CM002236.1;CM002236.1;CM002236.1;CM002236.1	9410469;9410800;9411308;9411651	9410693;9410890;9411500;9413139	+;+;+;+	1998	6798	6274	6585	7275	6588	7259	5034	6446	6162	3318	3417	5464	2556	1638	2059	6457	6226	4778	2978	3798	3187	8880	11080	11644	8963	2088	2029	3084
NCU09248	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	9414095;9414095;9415163;9415163;9416931;9416931;9417124;9417124;9417412;9417415	9414649;9414649;9416372;9416372;9417041;9417041;9417251;9417251;9418224;9418224	+;+;+;+;+;+;+;+;+;+	2817	8924	7282	8247	9087	8107	7584	7364	9297	8507	4531	4979	6549	2820	2386	2009	8396	8626	7058	3985	5131	4236	16853	20198	20186	16708	2367	2324	2755
NCU09247	CM002236.1;CM002236.1	9418813;9421020	9420958;9422099	+;+	3226	1371	1516	1415	920	759	793	1191	1487	1531	763	867	1257	400	377	361	879	996	612	290	316	285	1759	2389	2505	1844	284	324	490
NCU16494	CM002236.1	9423601	9424338	+	738	31	33	31	18	14	40	95	102	117	7	1	0	8	7	4	29	14	15	5	10	0	10	24	14	25	0	10	24
NCU09245	CM002236.1;CM002236.1;CM002236.1	9425946;9428093;9428304	9428027;9428231;9428774	-;-;-	2692	845	642	931	899	745	736	678	1052	788	194	194	289	359	200	204	815	940	636	218	242	283	1999	2582	2512	1983	158	205	307
NCU09244	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	9429592;9430027;9430234;9431154;9431442	9429968;9430165;9431090;9431379;9434496	+;+;+;+;+	4654	1959	1747	2084	2157	1985	2255	2083	2403	2270	927	805	1174	999	662	613	2856	2726	2153	893	1113	917	5487	6993	6925	5239	503	795	1038
NCU09243	CM002236.1;CM002236.1;CM002236.1	9435263;9435667;9436149	9435604;9436082;9437199	-;-;-	1809	10681	8385	10152	9985	8829	9376	7384	9166	8590	4506	4798	6079	3739	2555	2578	8992	10231	7446	4718	5608	4636	20080	23539	23473	19714	2105	2841	3139
NCU09242	CM002236.1;CM002236.1	9437533;9437853	9437805;9438154	-;-	575	21	24	19	22	14	20	19	14	20	10	15	26	9	5	11	32	30	10	3	8	5	29	36	51	22	10	6	8
NCU09241	CM002236.1	9439108	9442609	+	3502	4088	4370	3806	3515	3423	3783	1921	2808	2300	5282	5076	6767	2258	1784	1473	3315	3272	2588	1476	1568	1487	5609	6992	6878	5547	2242	1525	2772
NCU11402	CM002236.1;CM002236.1	9442557;9443459	9443320;9444014	-;-	1320	2136	2117	2279	2279	2322	2287	2460	2807	2889	1063	1433	1932	951	612	720	2688	2971	2213	1258	1663	1236	5825	7912	7935	5943	729	688	1128
NCU09240	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	9444660;9445602;9445609;9445944;9446480;9446480;9446993;9446993	9445548;9446425;9445871;9446425;9446931;9446931;9448137;9448095	+;+;+;+;+;+;+;+	3310	2260	1722	2007	1780	1540	1696	1959	2632	2292	1021	1134	1394	764	531	432	2306	2533	1866	612	734	720	6424	7722	8164	6240	478	554	494
NCU09239	CM002236.1;CM002236.1;CM002236.1;CM002236.1	9448395;9448752;9448892;9449685	9448630;9448795;9449611;9450057	+;+;+;+	1373	4753	4160	4824	4628	4494	3824	5843	6995	6772	1027	1189	1832	1932	1287	1344	3947	4180	3229	2287	2874	2428	8407	10124	9904	8261	1279	1267	1855
NCU10351	CM002236.1;CM002236.1;CM002236.1;CM002236.1	9450623;9451363;9451538;9452031	9451298;9451373;9451954;9453303	+;+;+;+	2377	1473	1964	1396	1371	1262	1309	1142	1573	1342	1127	1145	1596	369	309	314	816	720	568	274	362	362	1208	1829	1788	1261	342	267	254
NCU10893	CM002236.1;CM002236.1	9453388;9454119	9453821;9454586	-;-	902	2005	1804	1981	2092	1903	1849	2419	2891	2995	583	510	800	995	734	754	1956	2197	1622	872	1229	791	4957	6281	6143	4843	754	702	1115
