# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "2" "-p" "-t" "CDS" "-g" "gene_name" "-s" "0" "--primary" "-a" "/home/zlewis/Genomes/Neurospora/Nc12_RefSeq/GCA_000182925.2_NC12_genomic_GFFtoGTFconversion.gtf" "-o" "/scratch/evt82290/RNAseq/qa-suz12/counts/readcounts_newseq.txt" "/scratch/evt82290/RNAseq/qa-suz12/bamFiles/SRR9027658/SRR9027658_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/RNAseq/qa-suz12/bamFiles/SRR9027689/SRR9027689_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/RNAseq/qa-suz12/bamFiles/SRR9027759/SRR9027759_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269825/SRR8269825_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269775/SRR8269775_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269782/SRR8269782_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269810/SRR8269810_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-89_RNA_WT_24hrqa__Rep3_S89/149-89_RNA_WT_24hrqa__Rep3_S89_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-88_RNA_WT_24hrqa__Rep2_S88/149-88_RNA_WT_24hrqa__Rep2_S88_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-84_RNA_WT__Rep1_S84/149-84_RNA_WT__Rep1_S84_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-85_RNA_WT__Rep2_S85/149-85_RNA_WT__Rep2_S85_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-86_RNA_WT__Rep3_S86/149-86_RNA_WT__Rep3_S86_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-87_RNA_WT_24hrqa__Rep1_S87/149-87_RNA_WT_24hrqa__Rep1_S87_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-90_RNA_qa-suz12__Rep1_S90/149-90_RNA_qa-suz12__Rep1_S90_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-91_RNA_qa-suz12__Rep2_S91/149-91_RNA_qa-suz12__Rep2_S91_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-92_RNA_qa-suz12__Rep3_S92/149-92_RNA_qa-suz12__Rep3_S92_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-93_RNA_qa-suz12_24hrqa__Rep1_S93/149-93_RNA_qa-suz12_24hrqa__Rep1_S93_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-94_RNA_qa-suz12_24hrqa__Rep2_S94/149-94_RNA_qa-suz12_24hrqa__Rep2_S94_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-95_RNA_qa-suz12_24hrqa__Rep3_S95/149-95_RNA_qa-suz12_24hrqa__Rep3_S95_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/evt82290/RNAseq/qa-suz12/bamFiles/SRR9027658/SRR9027658_Aligned.sortedByCoord.out.bam	/scratch/evt82290/RNAseq/qa-suz12/bamFiles/SRR9027689/SRR9027689_Aligned.sortedByCoord.out.bam	/scratch/evt82290/RNAseq/qa-suz12/bamFiles/SRR9027759/SRR9027759_Aligned.sortedByCoord.out.bam	/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269825/SRR8269825_Aligned.sortedByCoord.out.bam	/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269775/SRR8269775_Aligned.sortedByCoord.out.bam	/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269782/SRR8269782_Aligned.sortedByCoord.out.bam	/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269810/SRR8269810_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-89_RNA_WT_24hrqa__Rep3_S89/149-89_RNA_WT_24hrqa__Rep3_S89_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-88_RNA_WT_24hrqa__Rep2_S88/149-88_RNA_WT_24hrqa__Rep2_S88_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-84_RNA_WT__Rep1_S84/149-84_RNA_WT__Rep1_S84_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-85_RNA_WT__Rep2_S85/149-85_RNA_WT__Rep2_S85_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-86_RNA_WT__Rep3_S86/149-86_RNA_WT__Rep3_S86_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-87_RNA_WT_24hrqa__Rep1_S87/149-87_RNA_WT_24hrqa__Rep1_S87_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-90_RNA_qa-suz12__Rep1_S90/149-90_RNA_qa-suz12__Rep1_S90_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-91_RNA_qa-suz12__Rep2_S91/149-91_RNA_qa-suz12__Rep2_S91_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-92_RNA_qa-suz12__Rep3_S92/149-92_RNA_qa-suz12__Rep3_S92_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-93_RNA_qa-suz12_24hrqa__Rep1_S93/149-93_RNA_qa-suz12_24hrqa__Rep1_S93_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-94_RNA_qa-suz12_24hrqa__Rep2_S94/149-94_RNA_qa-suz12_24hrqa__Rep2_S94_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-95_RNA_qa-suz12_24hrqa__Rep3_S95/149-95_RNA_qa-suz12_24hrqa__Rep3_S95_Aligned.sortedByCoord.out.bam
NCU01567	CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1	3062524;3062800;3063248;3063386;3064105;3064424	3062714;3063165;3063313;3064027;3064167;3064442	-;-;-;-;-;-	1347	87	110	63	297	370	353	257	17	17	30	45	9	49	30	72	6	2	0	41
NCU01566	CM002237.1	3067129	3067980	+	852	6	2	4	14	12	8	16	2	0	0	18	2	12	8	10	4	0	0	8
NCU01565	CM002237.1;CM002237.1	3069092;3070717	3070582;3071589	-;-	2364	10072	8935	6106	17793	22433	22390	17864	3654	1062	3158	1865	1293	3231	1071	3787	372	138	54	3578
NCU01564	CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1	3073535;3074270;3074379;3075518;3075902	3074206;3074316;3075124;3075806;3076064	-;-;-;-;-	1917	1560	1452	790	4153	4930	5000	4147	366	289	617	445	224	428	240	643	60	44	24	465
NCU01563	CM002237.1;CM002237.1;CM002237.1;CM002237.1	3077713;3077713;3077963;3077963	3077872;3077872;3078840;3078840	+;+;+;+	1038	601	495	413	1360	1292	1458	1278	170	115	230	178	51	134	61	260	24	10	4	222
NCU01562	CM002237.1;CM002237.1	3079221;3080252	3080132;3080410	-;-	1071	10	4	4	11	9	22	14	6	2	6	7	10	0	2	16	0	6	0	4
NCU01561	CM002237.1;CM002237.1	3081156;3082051	3081990;3083396	-;-	2181	0	0	2	3	8	6	2	4	12	2	12	4	6	0	2	0	0	1	0
NCU01560	CM002237.1	3086153	3086473	-	321	517	595	345	1931	2343	2353	1903	1978	1332	2266	131	135	1285	116	201	211	189	155	1903
NCU01559	CM002237.1;CM002237.1	3086648;3087039	3086956;3087311	-;-	582	809	734	374	2410	2740	2548	2443	2250	1523	2628	120	144	1483	111	268	41	39	16	1283
NCU16567	CM002237.1;CM002237.1;CM002237.1	3088597;3088878;3089101	3088736;3088911;3089250	-;-;-	324	11	7	1	16	20	28	15	39	10	42	4	10	76	12	27	2	0	1	17
NCU01555	CM002237.1;CM002237.1	3097456;3097954	3097858;3098141	+;+	591	6113	5078	4599	12373	15719	15986	12683	1912	986	1995	2793	1029	2043	511	2404	104	96	51	2530
dmm-1	CM002237.1;CM002237.1	3098985;3103155	3103090;3103425	-;-	4377	1606	1720	939	4533	5400	5331	4394	170	116	186	183	70	167	134	376	100	68	28	494
NCU01553	CM002237.1	3104419	3105687	+	1269	635	790	440	1683	1987	1889	1611	314	201	380	118	77	321	52	188	14	10	4	349
NCU01552	CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1	3106009;3106009;3106297;3106297;3106464;3106464;3106726;3106726	3106187;3106187;3106357;3106357;3106539;3106539;3106847;3106847	-;-;-;-;-;-;-;-	438	49474	59801	44358	153122	178982	175746	153456	16901	9061	17667	6794	4351	14727	3778	13478	625	288	65	15014
NCU01551	CM002237.1	3107371	3108309	+	939	1109	990	940	2471	2930	2944	2384	1202	743	1718	1254	389	1572	599	2201	31	2	8	876
NCU01550	CM002237.1;CM002237.1;CM002237.1	3109863;3110203;3110445	3110069;3110357;3110919	+;+;+	837	2932	3780	2267	6312	7519	7608	6299	2202	1227	2327	1093	459	2006	757	2283	63	48	17	2043
NCU01549	CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1	3112339;3112459;3112745;3113294;3113650;3113856	3112355;3112621;3112831;3113586;3113786;3115405	-;-;-;-;-;-	2247	1794	1743	1115	5899	7311	7270	5679	519	246	599	315	167	474	199	661	204	60	41	392
NCU01548	CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1	3117112;3117199;3117203;3117360;3117360	3117121;3117301;3117301;3117541;3117541	-;-;-;-;-	295	8328	10033	6415	21204	28069	27956	20857	7873	3188	10768	10912	3480	9406	4307	20475	771	123	56	7386
rpn-8	CM002237.1;CM002237.1;CM002237.1	3118311;3118578;3118946	3118500;3118849;3119542	+;+;+	1059	2828	3670	2160	10270	12470	12231	10333	1261	754	1545	635	263	867	429	1203	76	30	18	1881
NCU16568	CM002237.1	3119843	3121324	-	1482	149	122	62	305	401	414	345	44	36	86	86	60	376	52	146	12	0	4	56
NCU01546	CM002237.1;CM002237.1	3121725;3122829	3122753;3123029	-;-	1230	27272	36833	23472	77463	97833	96902	76692	63752	32973	89910	45462	38856	148116	20659	62398	1686	116	114	33293
atg-8	CM002237.1;CM002237.1;CM002237.1	3125011;3125170;3125461	3125100;3125387;3125518	+;+;+	366	15407	17217	9907	46338	54664	54631	45288	9971	5003	15924	5015	1806	9242	3886	13615	431	93	58	9181
ff-1	CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1	3129157;3129738;3130116;3130489;3131231;3131577	3129672;3130052;3130412;3131166;3131499;3131886	-;-;-;-;-;-	2385	1805	1409	947	4427	5412	5309	4336	555	263	596	343	193	468	189	694	441	108	62	543
NCU16569	CM002237.1	3132053	3132460	+	408	339	166	99	558	783	752	543	74	36	67	41	20	84	52	113	6	0	0	58
NCU01542	CM002237.1	3136371	3140561	-	4191	995	862	553	2746	3474	3465	2771	143	96	192	108	65	206	130	217	96	32	21	282
NCU01541	CM002237.1	3141784	3142131	+	348	675	910	520	1762	2396	2355	1784	981	381	1266	698	302	649	444	2302	23	12	7	1406
NCU01540	CM002237.1;CM002237.1;CM002237.1	3142726;3142933;3145307	3142868;3145241;3145389	-;-;-	2535	3176	3069	1982	8638	9676	9552	8393	1552	702	1725	519	193	945	297	927	122	62	34	1217
NCU01539	CM002237.1;CM002237.1	3147483;3150270	3150202;3150966	+;+	3417	1534	1510	999	4778	5946	5772	4775	730	304	665	256	89	274	194	396	64	52	46	936
NCU15834	CM002237.1;CM002237.1	3152053;3154777	3154208;3155302	-;-	2682	3858	2537	2051	5871	7544	7518	5734	53908	22880	56437	2350	2215	13047	1550	3637	293	211	287	26048
NCU01536	CM002237.1;CM002237.1;CM002237.1	3155964;3156253;3156438	3156031;3156380;3156568	-;-;-	327	4	4	4	1	3	3	2	133	42	75	6	20	75	10	11	0	4	4	53
pex33	CM002237.1;CM002237.1	3157509;3158518	3158456;3158844	-;-	1275	1836	2533	1360	5666	6706	6536	5646	1726	848	1984	621	312	1320	598	1406	142	40	12	1527
NCU01534	CM002237.1;CM002237.1;CM002237.1;CM002237.1	3161377;3161470;3162494;3162494	3162423;3162423;3162739;3162739	+;+;+;+	1293	1329	1553	955	4269	5767	5541	4225	516	218	567	297	104	483	251	709	30	16	14	947
NCU01532	CM002237.1	3169252	3170088	+	837	2	0	0	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0
NCU01531	CM002237.1;CM002237.1;CM002237.1	3171146;3171551;3173036	3171430;3172981;3174247	+;+;+	2928	6	0	0	3	2	0	2	2	0	4	4	0	2	0	1	0	4	0	0
NCU01530	CM002237.1	3176118	3176801	+	684	41	28	23	60	41	77	85	114	20	87	90	118	214	30	125	0	5	2	70
NCU01529	CM002237.1;CM002237.1	3178073;3178146	3178080;3178518	+;+	381	196	72	112	276	317	304	249	86	28	170	119	98	183	37	162	22	2	2	62
gpd-1	CM002237.1;CM002237.1	3180976;3181176	3181101;3182066	+;+	1017	216993	156722	208246	345853	427042	422948	344838	445168	240897	603991	152701	121123	531563	77230	250168	20468	3342	2225	256199
NCU01527	CM002237.1;CM002237.1	3184220;3187884	3186278;3188020	-;-	2196	668	750	462	1986	2606	2629	2071	112	72	89	152	68	332	58	172	14	14	8	153
NCU01526	CM002237.1;CM002237.1;CM002237.1	3188073;3188447;3188664	3188227;3188597;3188810	+;+;+	453	108	129	89	335	385	405	315	67	26	72	50	66	107	43	124	27	4	0	131
hda-1	CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1	3189129;3189538;3189772;3189919;3190038	3189448;3189712;3189864;3189982;3191620	-;-;-;-;-	2235	1711	1751	1281	4618	5588	5659	4686	452	248	448	492	178	501	228	717	85	30	18	580
NCU01524	CM002237.1;CM002237.1;CM002237.1	3193968;3194651;3194947	3194581;3194868;3195092	-;-;-	978	738	883	515	2431	2952	2973	2499	266	177	281	56	12	94	94	228	18	8	12	437
NCU01523	CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1	3196265;3196477;3196639;3197143;3197283	3196404;3196557;3197028;3197155;3197303	-;-;-;-;-	645	6647	8283	4203	22145	26880	27248	22477	2300	1283	2854	863	238	975	991	2379	136	50	32	3073
cdp-3	CM002237.1	3199595	3203935	+	4341	554	552	248	1457	1834	1821	1475	45	44	64	168	50	72	64	163	70	50	24	62
NCU01521	CM002237.1;CM002237.1	3204624;3204973	3204837;3205712	-;-	954	348	366	181	538	672	590	525	147	36	126	97	54	132	42	183	2	2	0	121
NCU01520	CM002237.1;CM002237.1	3206495;3206703	3206624;3206806	-;-	234	71	60	68	167	202	188	145	31	21	16	58	41	91	25	79	11	6	2	23
NCU11223	CM002237.1	3207856	3208071	+	216	471	406	408	1096	1348	1377	1046	577	243	621	313	188	982	206	560	0	2	2	519
NCU11222	CM002237.1;CM002237.1	3208943;3210152	3210093;3210965	-;-	1965	827	1016	775	2543	3233	3186	2356	575	291	778	543	320	957	326	798	70	14	14	677
NCU01519	CM002237.1;CM002237.1	3211345;3211427	3211388;3211688	-;-	306	18	56	25	61	79	65	62	106	50	162	33	29	187	15	40	70	83	70	65
gla-1	CM002237.1;CM002237.1	3215011;3215428	3215365;3217064	+;+	1992	1642	1603	942	4006	4914	4804	3987	11685	6776	14204	511	3349	15141	129	334	88	286	310	3900
NCU01516	CM002237.1;CM002237.1	3218450;3218973	3218893;3219245	-;-	717	566	681	560	1716	2213	2150	1444	291	274	508	146	70	265	82	309	8	6	4	469
NCU01515	CM002237.1;CM002237.1;CM002237.1	3220052;3220191;3220837	3220117;3220756;3221218	+;+;+	1014	1243	1480	788	4372	5637	5402	4532	304	316	410	159	34	218	152	428	47	35	16	480
NCU01514	CM002237.1;CM002237.1;CM002237.1	3222375;3222615;3223414	3222450;3223320;3223669	-;-;-	1038	318	405	254	818	1013	1049	670	63	17	80	44	27	67	33	84	5	6	5	113
NCU01512	CM002237.1;CM002237.1	3224579;3224829	3224753;3226207	+;+	1554	611	818	576	1589	1910	1831	1670	207	116	160	72	28	151	44	122	18	10	7	301
NCU01511	CM002237.1;CM002237.1	3226551;3227314	3227205;3227531	-;-	873	3011	1753	2860	4453	6342	6465	4425	1385	595	1495	427	187	1035	205	874	15	20	6	1266
NCU01510	CM002237.1;CM002237.1;CM002237.1	3228373;3228557;3232070	3228487;3231996;3232360	-;-;-	3846	10241	5810	6044	18723	23841	23639	18614	2972	1735	3088	1969	2166	4629	535	1684	290	300	134	2646
NCU01509	CM002237.1	3234365	3236470	-	2106	3385	2762	1884	7709	8873	8945	7428	6777	4600	9673	3244	3678	10048	2779	7016	265	64	44	3575
NCU01506	CM002237.1	3239816	3240805	-	990	142	255	119	560	596	609	571	148	80	208	36	20	104	51	148	10	10	2	154
NCU01505	CM002237.1;CM002237.1;CM002237.1;CM002237.1	3241959;3242463;3242682;3243265	3242341;3242610;3243203;3243540	+;+;+;+	1329	74	42	31	131	191	188	153	50	16	75	70	24	56	18	89	7	4	0	60
NCU01504	CM002237.1	3244280	3245227	-	948	1671	3732	1062	12321	13757	13487	11761	3181	1943	3898	140	74	422	196	445	34	65	54	3620
NCU01503	CM002237.1;CM002237.1	3251150;3253662	3253494;3253770	-;-	2454	786	1059	638	2357	3020	2935	2556	507	249	521	100	78	517	74	217	34	20	8	543
NCU01502	CM002237.1;CM002237.1	3254281;3254655	3254589;3256010	+;+	1665	204	295	238	659	844	929	727	132	72	122	38	20	118	40	124	6	10	8	252
NCU01501	CM002237.1;CM002237.1	3256388;3256809	3256713;3257475	-;-	993	1354	2120	1236	4511	5594	5423	4369	505	291	534	246	40	259	146	443	26	20	10	804
NCU01500	CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1	3257924;3257924;3258155;3258155;3258471	3258069;3258069;3258260;3259220;3259220	+;+;+;+;+	1212	1393	1475	958	3094	4040	4048	3202	667	357	855	1023	264	570	301	1490	20	16	12	841
NCU01499	CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1	3259502;3259911;3260517;3260836;3261664	3259834;3260445;3260768;3261438;3261866	-;-;-;-;-	1926	1554	2585	932	6353	7678	7671	6495	497	245	475	729	286	830	305	801	55	22	3	656
prk-8	CM002237.1;CM002237.1	3265534;3267814	3267750;3267987	-;-	2391	5099	4559	2628	15152	18658	18845	14941	2195	1252	2713	1591	1053	2984	507	1505	617	146	66	1475
NCU01496	CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1	3278835;3278835;3278971;3278971;3279059;3279059;3280058;3280058	3278893;3278893;3278997;3278997;3279995;3279995;3280165;3280165	+;+;+;+;+;+;+;+	1131	29	55	23	223	326	331	248	24	8	24	79	44	35	10	21	2	0	1	24
NCU01495	CM002237.1;CM002237.1;CM002237.1	3281841;3283025;3283255	3282911;3283157;3284759	+;+;+	2709	5	2	14	1	20	14	14	0	0	8	22	4	10	0	9	2	4	4	12
NCU01494	CM002237.1;CM002237.1	3286089;3286565	3286500;3288177	+;+	2025	80	114	62	249	287	242	204	88	78	131	52	42	102	18	26	6	24	16	204
NCU01493	CM002237.1;CM002237.1;CM002237.1	3290374;3291662;3292208	3291378;3291775;3292237	-;-;-	1149	212	189	245	582	768	890	599	47	37	130	38	20	69	40	88	10	4	2	72
NCU01491	CM002237.1;CM002237.1	3295125;3295657	3295594;3296680	-;-	1494	289	222	115	618	789	783	667	162	75	213	24	22	66	13	35	28	14	6	74
NCU01490	CM002237.1	3297631	3299022	-	1392	373	291	323	633	898	920	723	182	160	434	72	462	1820	52	133	0	4	4	165
hpt-1	CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1	3300120;3300120;3300120;3300528;3300528;3300528;3300766	3300408;3300408;3300408;3300676;3300691;3300676;3300792	-;-;-;-;-;-;-	480	3175	3266	2168	7898	9822	9149	7489	1446	830	2220	347	281	1139	332	1186	96	70	33	1103
NCU01488	CM002237.1;CM002237.1;CM002237.1;CM002237.1	3301137;3301314;3302065;3302474	3301188;3301686;3302334;3302594	+;+;+;+	816	549	486	354	1395	1716	1674	1296	464	263	695	168	143	575	244	355	4	0	1	377
NCU01487	CM002237.1	3329472	3330899	-	1428	11583	9403	8729	20299	24681	24081	20235	18221	9222	22239	2600	1955	12347	2396	5552	589	188	205	20581
NCU01486	CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1	3333447;3333447;3333812;3333812;3334877;3334877	3333640;3333640;3334818;3334818;3337704;3337704	+;+;+;+;+;+	4029	1670	1468	1101	3954	4907	4889	3931	392	221	302	252	182	526	134	382	62	16	33	582
NCU01485	CM002237.1;CM002237.1	3338547;3339368	3339275;3339829	-;-	1191	644	1347	759	2507	3171	3235	2502	432	222	463	137	72	242	146	262	4	11	16	546
rho-1	CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1	3342662;3342869;3343161;3343430;3343666	3342732;3342896;3343358;3343564;3343821	+;+;+;+;+	588	15991	18581	10931	50230	63016	62323	49915	9785	5078	12409	3343	1566	7090	2153	7404	596	208	82	8617
NCU01483	CM002237.1;CM002237.1	3345565;3345763	3345579;3345837	-;-	90	881	956	946	2848	3247	3275	2732	2154	1006	2904	1186	697	1625	313	1021	54	6	10	1290
NCU01481	CM002237.1;CM002237.1;CM002237.1	3348221;3348906;3349207	3348831;3349071;3350361	-;-;-	1932	1127	1102	737	3016	3877	3742	2989	644	239	498	307	48	246	255	617	16	11	6	835
NCU10907	CM002237.1;CM002237.1	3352160;3353587	3353509;3353826	-;-	1590	2179	2448	1841	6084	6985	6935	6036	541	298	567	134	102	322	54	329	92	61	36	700
NCU16572	CM002237.1	3357872	3358918	-	1047	81	93	74	206	271	304	209	24	10	32	25	15	13	14	41	22	2	0	20
NCU10034	CM002237.1;CM002237.1;CM002237.1	3359414;3359577;3359849	3359500;3359763;3360219	+;+;+	645	3634	2925	3139	7650	8934	8779	7539	4224	2132	5236	1604	1129	4395	471	1873	68	30	18	2536
NCU10035	CM002237.1;CM002237.1	3361121;3361236	3361140;3362304	+;+	1089	707	1029	599	2444	2940	2952	2539	152	89	107	122	26	69	86	294	10	8	0	219
NCU10036	CM002237.1;CM002237.1	3362971;3363515	3363439;3364560	-;-	1515	983	1381	841	2441	2877	2777	2656	381	137	386	400	128	496	413	943	38	12	12	836
NCU08518	CM002237.1;CM002237.1	3389024;3390394	3390303;3390430	-;-	1317	344	433	312	1098	1607	1469	997	100	42	93	12	10	22	18	45	2	6	4	206
NCU08517	CM002237.1;CM002237.1;CM002237.1	3392278;3392409;3394688	3392352;3394621;3394781	+;+;+	2382	1315	1429	761	3390	4023	4087	3141	356	226	522	272	147	445	154	436	56	20	8	454
NCU08516	CM002237.1;CM002237.1	3395284;3395761	3395642;3396625	-;-	1224	1570	1516	1070	3592	4646	4676	3544	3401	1436	2899	699	626	1704	257	1018	50	68	36	3790
vma-2	CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1	3398341;3399539;3399756;3399851;3399942;3400083	3399480;3399700;3399791;3399870;3400026;3400181	-;-;-;-;-;-	1542	18397	20484	13064	49578	59428	59656	48609	5464	3240	6971	3480	1098	3206	1764	5367	330	147	47	6111
NCU08514	CM002237.1	3401055	3402680	+	1626	743	990	643	2245	2888	2843	2149	244	156	331	436	206	354	284	846	74	24	17	504
NCU08513	CM002237.1;CM002237.1	3403127;3403371	3403259;3403576	+;+	339	2	0	1	1	1	0	3	0	0	2	0	0	2	8	6	0	0	0	0
hsf-1	CM002237.1;CM002237.1	3405580;3406130	3406049;3408044	+;+	2385	734	584	330	1992	2492	2439	1812	291	147	397	160	138	586	174	214	232	35	16	213
NCU10388	CM002237.1;CM002237.1	3410111;3410643	3410536;3410720	-;-	504	417	368	247	938	1221	1235	993	107	43	96	75	28	78	70	169	5	6	9	92
NCU08511	CM002237.1;CM002237.1;CM002237.1	3412894;3413052;3413990	3412995;3413936;3414232	+;+;+	1230	476	508	303	1577	1882	1925	1499	157	67	217	159	34	163	83	223	72	32	36	216
NCU08510	CM002237.1	3415622	3417295	+	1674	240	280	186	681	807	706	620	16	6	36	80	10	26	56	119	6	4	6	61
NCU08509	CM002237.1;CM002237.1;CM002237.1	3418833;3421561;3421844	3421038;3421599;3422070	-;-;-	2472	293	241	98	693	942	812	751	125	36	148	102	49	85	36	86	10	14	11	63
NCU08508	CM002237.1;CM002237.1;CM002237.1	3424079;3424270;3424701	3424169;3424409;3424709	+;+;+	240	2	4	4	19	14	17	25	5	2	1	4	0	6	6	23	1	0	0	2
NCU08507	CM002237.1;CM002237.1	3426155;3427448	3427384;3427585	-;-	1368	737	983	692	2050	2454	2418	1978	2720	1399	4232	129	67	426	130	324	12	39	47	1363
NCU08506	CM002237.1	3428166	3428828	-	663	90	110	58	219	312	370	228	99	17	114	30	12	38	36	58	10	2	6	60
NCU08505	CM002237.1;CM002237.1;CM002237.1;CM002237.1	3429210;3429419;3429660;3429836	3429353;3429607;3429774;3429870	-;-;-;-	483	1882	2328	1366	5269	6226	6365	5225	326	223	504	366	145	247	182	686	80	20	8	618
NCU08504	CM002237.1	3430634	3433105	+	2472	1513	1760	1166	4708	5542	5429	4609	194	151	264	160	52	170	157	467	56	44	24	738
NCU08503	CM002237.1;CM002237.1	3433470;3433470	3434849;3434849	-;-	1380	343	495	313	1226	1412	1471	1188	138	87	104	80	24	71	46	208	10	4	4	255
NCU08502	CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1	3435545;3435773;3435922;3436007;3436007;3436007;3436500;3436500;3436500;3436728;3436728;3436728	3435550;3435852;3435928;3436369;3436369;3436369;3436667;3436667;3436667;3436823;3436823;3436823	+;+;+;+;+;+;+;+;+;+;+;+	720	33498	39086	30990	98619	117930	117369	97332	14965	9006	17043	5393	3823	15187	2377	8670	267	247	99	14075
NCU08501	CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1	3439560;3439714;3440117;3443947;3444140;3444255;3452092	3439654;3440058;3443887;3444084;3444202;3452025;3452139	-;-;-;-;-;-;-	12231	7235	4132	3513	14860	17838	17500	14756	1537	1571	2337	1008	688	1731	338	1415	2076	1404	752	3395
NCU08500	CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1	3454654;3454654;3454774;3454774;3454922;3454922;3455176;3455176	3454709;3454709;3454781;3454781;3455104;3455104;3455537;3455537	+;+;+;+;+;+;+;+	609	25704	34283	26067	96532	124205	123078	95168	11155	5960	11110	4495	3116	10272	1614	6166	132	65	24	9190
