# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "6" "-p" "-a" "/scratch/evt82290/histone_chaperone_plot_FINAL/NC12_annotation.gtf" "-o" "/scratch/evt82290/histone_chaperone_plot_FINAL/readcounts_FINAL.txt" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8444037.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8444038.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8444043.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970629.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970630.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970631.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970598.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970599.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970600.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269830.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269647.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269650.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916318.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916319.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916320.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970603.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970606.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970610.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR9027727.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR9027728.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR9027730.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269825.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269775.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269782.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269810.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916163.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916164.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916165.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8444037.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8444038.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8444043.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970629.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970630.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970631.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970598.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970599.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970600.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269830.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269647.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269650.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916318.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916319.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916320.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970603.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970606.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970610.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR9027727.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR9027728.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR9027730.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269825.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269775.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269782.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269810.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916163.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916164.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916165.sorted.bam
NCU01811	CM002237.1;CM002237.1	2347672;2348100	2348036;2348901	+;+	1167	341	532	377	401	369	419	421	274	59	376	396	24	11	154	179	290	328	43	104	396	293	8	309	311	279	294	166	11
NCU01810	CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1	2349489;2351124;2351429;2351678;2351894	2351044;2351342;2351617;2351830;2352769	+;+;+;+;+	2993	2046	2454	2535	2178	2680	2870	3979	2728	542	2397	2622	114	57	857	1134	1754	1759	113	639	2799	2243	188	1727	1911	1902	1173	839	27
NCU01809	CM002237.1	2353075	2355977	+	2903	1114	1037	897	1103	953	885	1324	1017	235	221	234	11	45	515	396	735	723	48	57	372	350	91	819	853	805	421	455	18
NCU01808	CM002237.1;CM002237.1;CM002237.1	2356042;2356605;2357438	2356530;2356890;2357819	-;-;-	1157	20468	23285	19316	28638	32791	26801	59712	40897	8507	7467	8831	468	680	15984	11422	12107	10687	926	4009	21937	18223	1370	14423	15045	14200	6645	10092	633
NCU01807	CM002237.1;CM002237.1	2358184;2359055	2358944;2359812	+;+	1519	1494	1567	1506	1538	1671	1537	3317	2350	524	791	777	26	45	888	871	1445	1661	99	276	1418	1114	181	1593	1576	1777	622	723	55
NCU01806	CM002237.1;CM002237.1	2359686;2360785	2360717;2361526	-;-	1774	1113	1212	1140	1087	1115	1090	1794	1315	318	437	428	30	27	489	584	841	956	39	130	751	587	87	1020	1003	1083	515	534	34
NCU01805	CM002237.1	2362095	2363991	+	1897	563	546	546	596	640	531	822	581	126	331	382	27	15	270	201	504	570	29	110	480	404	72	679	683	684	290	264	6
NCU01804	CM002237.1;CM002237.1	2363917;2365789	2365644;2366684	-;-	2624	1689	2314	1882	1585	1872	1823	2306	1765	403	1142	1227	52	29	968	883	1100	1195	91	234	1300	891	145	1478	1483	1576	627	783	26
NCU01803	CM002237.1;CM002237.1;CM002237.1	2369062;2370159;2370426	2369598;2370221;2371818	+;+;+	1993	2310	3163	2182	1943	1968	2263	1380	1085	222	2765	2766	122	90	877	1206	1334	1392	115	263	1326	1203	164	1428	1550	1476	1297	965	39
NCU01802	CM002237.1;CM002237.1;CM002237.1	2372259;2372618;2373279	2372552;2373226;2374067	+;+;+	1692	65	64	86	59	83	66	54	34	8	71	77	3	5	46	69	66	70	7	19	84	54	7	68	65	84	42	51	0
NCU01801	CM002237.1;CM002237.1	2374495;2374729	2374627;2374967	-;-	372	993	934	1047	921	974	1201	1062	672	147	916	958	43	48	549	626	854	946	63	295	1148	798	120	1372	1357	1198	375	536	30
NCU01800	CM002237.1;CM002237.1	2375705;2377317	2377227;2377998	+;+	2205	1749	2338	1963	2026	1981	1801	3591	2413	548	866	880	33	63	1103	989	1175	1300	86	292	1478	1112	227	1615	1591	1609	686	661	27
NCU01799	CM002237.1;CM002237.1	2377592;2378517	2378378;2378772	-;-	1043	258	305	261	251	289	285	322	248	51	100	152	4	12	69	132	244	293	11	52	233	184	49	564	603	507	103	94	7
NCU01798	CM002237.1	2379105	2381977	-	2873	131	104	136	133	94	89	158	133	20	104	93	2	0	65	57	148	129	8	23	132	80	14	146	126	158	67	49	7
NCU01797	CM002237.1;CM002237.1;CM002237.1;CM002237.1	2382699;2383795;2384246;2384604	2383732;2384176;2384545;2385687	-;-;-;-	2800	7322	7166	6861	5693	5762	5633	8820	6261	1337	3813	3721	161	244	2878	2988	6884	7900	432	956	4320	3653	850	7803	7981	8496	2634	3009	151
NCU16553	CM002237.1;CM002237.1;CM002237.1	2386161;2386161;2386634	2387196;2386588;2387196	+;+;+	1036	33	48	32	64	46	48	41	23	0	33	19	0	2	12	58	33	56	2	2	37	34	0	36	40	34	30	11	4
NCU01796	CM002237.1;CM002237.1	2387561;2389576	2389522;2389731	-;-	2118	546	663	547	515	570	531	854	565	122	255	295	13	8	214	224	474	502	36	88	435	308	65	688	588	638	175	235	10
NCU01795	CM002237.1;CM002237.1	2389942;2391486	2391429;2392444	-;-	2447	3091	3105	3061	2648	2871	2769	4849	3607	809	1431	1455	66	81	1210	1197	2402	2912	135	472	2034	1669	381	3482	3646	3646	1234	1231	61
NCU01794	CM002237.1;CM002237.1	2392643;2392770	2392714;2393531	+;+	834	2379	2288	2630	2398	2707	2510	4937	3358	724	1464	1911	79	165	1721	1537	2527	2903	214	784	3523	2708	368	3632	3531	3441	1199	1462	83
NCU01793	CM002237.1;CM002237.1;CM002237.1;CM002237.1	2394043;2394820;2395687;2395911	2394758;2394849;2395851;2397574	+;+;+;+	2575	5261	5128	5519	5096	5145	5102	8651	6241	1407	2683	2498	109	237	3555	2649	4282	5328	268	880	4349	3659	615	5462	5376	5537	2550	2309	128
NCU16554	CM002237.1;CM002237.1	2396560;2397771	2397453;2397835	-;-	959	1	0	2	0	0	0	2	2	0	0	0	2	0	0	0	1	0	0	0	4	4	1	3	1	4	2	0	0
NCU16555	CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1	2398026;2398026;2398026;2399346;2399346;2399346	2399120;2398980;2399001;2399598;2399598;2399598	-;-;-;-;-;-	1348	1594	2633	1258	3296	3618	2741	3051	2269	430	214	233	5	18	363	420	979	946	68	206	1073	707	97	950	990	991	277	408	14
NCU01792	CM002237.1;CM002237.1;CM002237.1;CM002237.1	2400757;2401324;2401518;2402028	2401183;2401377;2401910;2402857	-;-;-;-	1704	8224	10458	9377	9920	10651	10020	17991	12486	2690	5619	5480	234	344	5623	4794	7685	8152	597	2156	9350	6992	1156	11068	10919	10924	4365	4070	233
NCU01791	CM002237.1;CM002237.1	2403312;2403756	2403676;2405593	+;+	2203	1828	1879	1778	1661	1726	1819	2574	1753	382	1320	1396	39	60	733	935	1913	2178	125	336	1736	1269	225	2189	2424	2236	695	753	55
NCU15269	CM002237.1	2404786	2404857	+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCU14136	CM002237.1	2405645	2406681	-	1037	1	6	3	6	16	4	9	1	2	9	6	3	0	13	9	2	9	0	1	4	7	0	6	9	4	11	5	0
NCU14137	CM002237.1	2407769	2408666	-	898	84	76	70	84	131	114	70	39	4	91	92	2	0	57	100	69	62	4	23	117	87	8	58	45	52	56	69	4
NCU16557	CM002237.1	2419407	2420844	-	1438	49	41	51	43	49	59	27	19	4	22	44	4	4	38	24	35	39	0	6	47	35	4	32	47	21	28	35	4
NCU01790	CM002237.1;CM002237.1	2422191;2422954	2422886;2423089	+;+	832	212	187	198	181	208	226	109	75	13	253	230	18	10	111	101	70	67	4	29	93	131	2	74	81	53	90	78	2
NCU16558	CM002237.1	2423095	2424288	+	1194	410	396	448	365	365	436	293	248	43	476	496	13	34	713	529	237	340	21	31	302	208	22	204	273	246	443	365	35
NCU14138	CM002237.1	2430025	2431004	-	980	36	27	20	23	29	25	23	12	8	39	33	0	1	31	23	20	15	3	1	19	19	2	16	28	21	15	26	10
NCU01789	CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1	2433075;2433075;2433883;2433883;2434409;2434409;2434597;2434597;2434973;2434973	2433745;2433760;2434352;2434352;2434535;2434535;2434908;2434908;2439647;2439647	+;+;+;+;+;+;+;+;+;+	6270	2104	1835	1811	1751	1829	1499	2178	1479	257	1455	1364	45	60	596	671	1777	1941	96	179	737	918	200	2164	1965	2090	599	536	42
NCU01788	CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1	2439817;2440654;2441585;2441669;2441919	2440413;2441502;2441592;2441838;2443073	-;-;-;-;-	2779	1086	1044	1100	997	1150	1115	1122	887	182	760	776	48	33	548	382	941	1059	69	175	843	638	139	1304	1269	1243	378	418	18
NCU01786	CM002237.1;CM002237.1;CM002237.1;CM002237.1	2444572;2445669;2445972;2446127	2445611;2445850;2446001;2447414	-;-;-;-	2540	2056	2044	2076	2103	1846	1463	3865	2872	624	348	384	8	53	979	883	1516	1469	102	132	815	786	187	1706	1637	1786	735	838	34
NCU01785	CM002237.1;CM002237.1	2448096;2448635	2448578;2449890	+;+	1739	654	648	583	538	502	443	1122	923	169	171	179	2	22	185	205	552	746	37	101	417	324	49	688	648	655	222	288	7
NCU16559	CM002237.1;CM002237.1;CM002237.1	2448888;2449350;2449683	2449289;2449575;2449901	-;-;-	847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCU01784	CM002237.1;CM002237.1;CM002237.1;CM002237.1	2450068;2450173;2450251;2450258	2450196;2450196;2452358;2452358	+;+;+;+	2237	439	422	524	491	523	451	781	565	135	37	71	3	13	212	135	485	460	24	70	263	285	41	502	478	388	175	208	8
NCU01783	CM002237.1;CM002237.1	2452453;2454100	2454017;2454251	-;-	1717	918	972	963	911	1037	916	2076	1364	294	588	591	17	50	690	455	872	1201	46	164	999	744	135	1387	1232	1403	627	611	49
NCU01782	CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1	2455889;2456390;2458313;2458596;2459041;2460226	2456100;2458179;2458516;2458935;2460161;2460586	-;-;-;-;-;-	4028	3652	3760	3545	3313	3655	3453	4201	2969	589	2792	2966	124	105	1402	1179	3194	3602	185	685	3071	2612	389	4510	4358	4472	1465	1279	69
NCU01781	CM002237.1	2462602	2465176	+	2575	1908	2288	2272	2133	2325	2372	2113	1405	322	2214	2541	122	59	745	997	2076	2368	139	548	2218	1838	195	2508	2430	2452	962	887	71
NCU01780	CM002237.1;CM002237.1	2465408;2466808	2466742;2467690	-;-	2218	255	195	326	234	223	179	362	323	57	55	85	5	14	129	91	167	205	13	34	154	129	34	303	283	242	132	131	4
NCU01779	CM002237.1;CM002237.1	2468053;2469084	2468990;2470046	+;+	1901	1308	1366	1358	1301	1493	1284	3371	2392	593	986	1106	51	89	1180	916	1116	1198	95	274	1600	1085	158	1388	1418	1532	985	820	46
NCU01777	CM002237.1;CM002237.1;CM002237.1;CM002237.1	2474066;2475194;2476892;2477610	2475014;2476831;2477555;2479165	+;+;+;+	4807	4508	4545	4223	3776	3857	3627	5768	4329	785	3146	3258	130	85	1380	1540	4464	4928	233	708	2600	2385	556	5242	5446	5480	1481	1377	81
NCU10828	CM002237.1;CM002237.1;CM002237.1	2479611;2480003;2480273	2479882;2480161;2480771	+;+;+	930	9	17	14	23	18	22	19	11	5	4	13	0	0	24	15	18	32	0	1	27	15	0	8	29	16	9	10	0
NCU01776	CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1	2481215;2481444;2481790;2482008;2482941	2481301;2481537;2481946;2482877;2483420	+;+;+;+;+	1688	50520	63746	53395	55430	57573	58349	87441	59710	13417	38558	35828	1885	1652	30350	25444	46016	46560	3075	12048	64965	46391	5236	53004	52246	52528	27920	27712	1646
NCU16560	CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1	2483417;2483417;2483418;2485308;2485308;2485308;2486675;2486675;2486675;2487361;2487361;2487361;2487863;2487863;2487863;2487974;2487974;2487974;2488762;2488766;2488766	2485253;2485253;2485253;2486178;2486076;2486076;2486873;2486873;2486873;2487785;2487785;2487785;2487883;2487883;2487883;2488249;2488249;2488249;2489012;2488981;2489012	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3880	2820	2980	2841	2675	2768	2690	3678	2629	505	2818	2897	104	99	1143	1048	2794	3184	197	528	2084	1865	344	3264	3386	3774	1052	961	67
NCU01772	CM002237.1	2491275	2495347	+	4073	1339	1319	1324	1191	1168	1093	2801	1943	360	575	518	41	44	558	502	975	1003	46	88	537	492	111	1079	1028	1120	463	441	10
NCU01771	CM002237.1	2495551	2497599	-	2049	667	686	605	578	474	454	687	465	98	299	355	22	30	459	341	414	676	35	86	500	427	73	727	646	699	435	373	22
NCU01769	CM002237.1;CM002237.1;CM002237.1	2498297;2499211;2499463	2499131;2499403;2500702	+;+;+	2268	1102	968	893	951	1015	1268	259	236	43	280	308	13	44	568	388	466	501	28	124	599	378	82	680	725	866	311	393	16
NCU01768	CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1	2500846;2503044;2503556;2504238;2504312;2504467;2504654;2504788	2502986;2503503;2504183;2504240;2504408;2504584;2504692;2505844	-;-;-;-;-;-;-;-	4543	23210	18523	22612	24238	26037	22622	31630	22532	4663	10514	10407	468	729	8399	6835	30975	33486	1857	5301	22045	21781	2874	29033	29287	28564	10363	8910	416
NCU01767	CM002237.1;CM002237.1	2507382;2508913	2508809;2510118	-;-	2634	4665	5370	4476	4271	4418	4339	6198	4420	1063	2799	2936	137	159	2604	2306	4337	4964	254	754	4065	2900	579	5928	5415	5980	2252	2066	98
NCU01766	CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1	2510230;2510230;2510955;2510955;2511599;2511599	2510805;2510889;2511431;2511431;2512365;2512365	+;+;+;+;+;+	1904	2142	2370	2525	2436	2669	2444	3400	2416	486	1843	1938	98	72	1331	1117	2542	2885	136	579	2733	1938	356	3550	3582	3733	1271	1114	69
NCU01765	CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1	2512545;2513344;2515357;2515437;2515598;2515724	2513259;2515248;2515371;2515488;2515621;2516036	-;-;-;-;-;-	3024	18002	18806	16829	15844	16398	16750	23029	16582	3515	12180	11946	539	533	8224	5834	16537	17997	972	3779	15481	13207	2043	19248	19085	19771	8348	7020	438
NCU01764	CM002237.1;CM002237.1	2516470;2517523	2517446;2517665	-;-	1120	604	561	645	611	730	727	804	603	161	274	364	14	26	271	334	638	691	31	177	714	480	104	824	812	816	242	284	17
NCU01763	CM002237.1;CM002237.1	2517842;2519210	2519115;2519432	-;-	1497	1040	997	975	914	1066	1076	1451	935	199	752	688	34	20	369	469	962	1163	61	201	1017	711	104	1233	1320	1185	532	388	22
NCU01762	CM002237.1;CM002237.1;CM002237.1	2519739;2520083;2520169	2520053;2521550;2521550	-;-;-	1783	384	420	474	509	535	481	553	422	83	266	232	10	9	154	188	458	479	26	111	493	399	62	570	532	530	172	193	14
NCU01761	CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1	2521754;2522054;2522327;2522448;2523099	2521996;2522262;2522385;2523006;2523872	+;+;+;+;+	1844	2832	3196	2559	2911	3056	3079	4346	3190	623	1778	2359	99	158	1866	1935	2193	2804	183	660	3751	2680	415	3717	3920	3612	1429	1708	140
NCU01760	CM002237.1;CM002237.1;CM002237.1;CM002237.1	2524294;2524973;2526074;2526766	2524422;2526016;2526700;2527522	+;+;+;+	2557	182	217	168	155	118	150	201	119	25	159	165	11	12	48	29	142	151	12	40	138	103	17	179	131	150	45	43	1
NCU01759	CM002237.1;CM002237.1	2527979;2529156	2529069;2529405	-;-	1341	2483	2958	2503	2781	2812	2916	3189	2244	479	1718	1796	82	88	1521	1147	2517	2612	161	739	3393	2607	276	3253	3274	3205	1227	1354	61
NCU01758	CM002237.1	2530322	2532793	+	2472	1131	1271	1200	1233	1225	1295	1570	1072	241	1151	1169	56	24	525	470	1327	1322	75	274	1197	862	118	1030	1195	1098	568	551	23
NCU01757	CM002237.1;CM002237.1;CM002237.1	2532766;2534531;2534785	2534459;2534730;2535917	-;-;-	3027	473	402	552	504	551	507	533	327	37	348	366	14	12	172	200	580	553	31	156	650	452	105	606	558	626	179	170	9
NCU01756	CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1	2536027;2536337;2536427;2536704;2536808;2536957;2537847	2536253;2536359;2536654;2536750;2536894;2537790;2538074	+;+;+;+;+;+;+	1674	8352	9048	8379	7778	8360	8305	10693	7450	1426	8421	8490	402	301	4472	4682	6949	7753	414	1773	9265	7219	1113	11460	11313	11609	3793	3784	197
NCU01754	CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1	2539541;2540264;2540650;2540650;2541549	2540582;2540582;2541938;2541384;2541938	+;+;+;+;+	2331	92870	208495	100364	68362	80018	105195	51520	34109	6101	260136	244562	11679	1793	35702	41689	27710	21821	2061	17841	73553	52223	4364	42810	42749	43245	24355	23511	1325
NCU01753	CM002237.1;CM002237.1	2541687;2543902	2543842;2544442	-;-	2697	1554	1656	1801	1727	1899	1487	4271	3185	641	841	946	48	42	870	546	2292	2221	150	664	3122	2579	194	1676	1783	1501	636	632	53
NCU01752	CM002237.1	2546457	2549054	+	2598	12968	16215	13441	10756	11993	11603	11124	7875	1546	13111	11152	479	492	5447	3965	8117	8697	494	2235	10852	8502	1135	11262	11155	11616	5365	4271	377
NCU01751	CM002237.1;CM002237.1;CM002237.1;CM002237.1	2549024;2550193;2550934;2551212	2550119;2550866;2551149;2552179	-;-;-;-	2954	1913	1921	2005	2150	2502	2442	2637	1780	421	1265	1127	69	73	848	715	2144	2489	158	491	1816	1620	240	2105	2087	2124	1561	914	46
NCU01750	CM002237.1;CM002237.1	2552371;2552969	2552895;2553509	+;+	1066	340	314	413	521	456	519	478	310	91	184	216	2	20	228	253	705	881	47	150	666	413	59	708	629	660	400	375	40
NCU01748	CM002237.1;CM002237.1;CM002237.1	2553455;2555239;2555711	2555170;2555625;2556801	-;-;-	3194	5785	6272	6048	5731	6380	6515	6777	4417	929	6437	5695	313	211	3223	2528	4320	5160	263	1408	5682	4875	819	8395	8054	8253	1525	2100	116
NCU01747	CM002237.1;CM002237.1;CM002237.1	2557015;2557810;2561269	2557733;2561215;2561720	-;-;-	4577	4645	4870	4758	4580	5086	5085	5307	3715	790	3584	3345	126	128	1601	1669	5106	5251	323	1153	5404	4798	528	4826	4914	5190	1503	1490	60
NCU01746	CM002237.1	2562644	2563823	-	1180	518	504	538	561	634	677	560	378	94	374	373	19	16	411	459	442	458	30	131	596	457	83	713	637	661	347	315	16
NCU01745	CM002237.1;CM002237.1	2563824;2564366	2564300;2566935	-;-	3047	5165	5062	5148	4458	4653	4494	9049	6417	1316	2838	2784	120	184	1877	1919	4889	5678	287	1011	4180	3390	572	5407	5446	5748	1852	1811	129
NCU01744	CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1	2567182;2567182;2573041;2573041;2573814;2573814;2573928;2573928;2575972;2575976	2572980;2572980;2573753;2573753;2573867;2573867;2574196;2574196;2576313;2576313	-;-;-;-;-;-;-;-;-;-	7177	24442	17215	20187	23866	25172	24593	37598	26913	5242	16318	14125	586	501	10577	6950	23004	21277	1361	5349	21415	21542	1472	14032	13852	14673	10072	8956	510
NCU01742	CM002237.1;CM002237.1	2580629;2581152	2581023;2583073	+;+	2317	1139	690	932	1137	1302	1054	1578	1155	210	466	442	14	25	363	290	958	1064	52	215	911	799	81	1065	1070	1049	409	495	5
NCU01741	CM002237.1;CM002237.1;CM002237.1	2583106;2583909;2584842	2583810;2584233;2585070	-;-;-	1259	1692	1994	1626	1949	2115	2029	4391	2752	604	1089	1148	66	74	1291	1379	2004	2217	130	453	1852	1460	206	2420	2152	2157	1036	954	38
NCU01740	CM002237.1;CM002237.1;CM002237.1	2585927;2586629;2586724	2586529;2586641;2587191	-;-;-	1084	5937	5814	5751	4447	4728	4886	5968	4340	870	2782	3729	183	310	2750	2744	4254	5378	272	1002	4232	2916	1027	11644	11567	10220	2935	3155	285
NCU01739	CM002237.1;CM002237.1	2587195;2587878	2587791;2588791	-;-	1511	2967	3342	3029	3034	3127	3068	5129	3530	770	4015	3997	169	159	2450	2008	2910	3672	167	820	4008	2570	549	5089	5183	5572	2239	2314	123
NCU01738	CM002237.1;CM002237.1	2588905;2590107	2590023;2591166	-;-	2179	1897	1939	2017	1612	1847	1788	2570	1678	340	1650	1511	73	75	827	933	1525	1770	117	371	1657	1491	218	2562	2688	2551	1007	892	47
NCU01737	CM002237.1;CM002237.1;CM002237.1	2592729;2593732;2595594	2593660;2595503;2597160	+;+;+	4271	3147	3796	3108	2953	3079	2967	3652	2420	576	2680	2494	124	60	1029	1001	2536	2708	195	386	1703	1840	333	3331	3313	3348	1492	1030	46
NCU01735	CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1	2598794;2598794;2599747;2600009;2600493;2600493	2600428;2599667;2599790;2600428;2601814;2601814	+;+;+;+;+;+	2957	11292	13874	17831	15919	17016	18655	19059	12188	2872	37841	40611	1755	388	6026	6328	11558	10966	942	6034	26501	21396	287	2707	2633	2758	18817	8890	446
NCU01734	CM002237.1;CM002237.1	2604053;2604352	2604272;2604507	-;-	376	2	7	5	4	5	8	10	6	5	4	6	1	0	8	6	7	9	4	0	21	4	2	10	2	9	7	2	0
NCU01731	CM002237.1;CM002237.1;CM002237.1	2607929;2608558;2608918	2608359;2608862;2611456	+;+;+	3275	3796	3998	3736	3154	3284	3379	5086	3623	741	3645	3573	157	135	2080	1668	3982	4578	175	553	2384	2113	474	5387	5329	5224	2436	1892	132
NCU01729	CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1	2614006;2614174;2614174;2614301;2614301;2616617;2616617	2614197;2616545;2614203;2616545;2617692;2617425;2617425	+;+;+;+;+;+;+	3687	2205	2226	2076	1714	1924	1861	2267	1724	386	1811	1859	76	65	1066	844	1646	1736	99	390	1589	1352	196	2241	2162	2301	1075	817	72
NCU01728	CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1;CM002237.1	2620008;2620221;2621141;2621141;2621362;2621362;2622230;2622230;2622741;2623871;2623871	2621078;2621078;2621302;2621302;2622070;2622070;2622572;2623740;2623740;2624154;2624154	-;-;-;-;-;-;-;-;-;-;-	3737	257	405	343	559	644	618	518	305	69	2006	1211	80	7	154	235	419	379	28	85	550	402	20	229	261	266	208	177	20
NCU01725	CM002237.1;CM002237.1	2626361;2627574	2627503;2629086	+;+	2656	1134	1036	1163	1033	890	916	2426	1773	362	372	396	14	54	578	506	783	901	40	93	630	597	138	1014	1157	1076	473	469	14
NCU01724	CM002237.1;CM002237.1	2629952;2630806	2630734;2633540	+;+	3518	3443	3758	3550	3183	3481	3392	3569	2558	569	2041	1988	95	115	1687	1417	3001	3116	155	664	2598	2340	347	3341	3251	3388	1551	1335	83
NCU01722	CM002237.1;CM002237.1;CM002237.1;CM002237.1	2634938;2635093;2636489;2636492	2636433;2636433;2640598;2640617	+;+;+;+	5625	2706	2891	2668	3033	2704	2599	3178	2278	437	2079	2027	67	74	1105	1099	2368	2701	152	352	1666	1676	278	2594	2553	2842	1128	980	50
NCU01720	CM002237.1	2644627	2646922	+	2296	6633	6052	6067	6013	6571	5622	6954	4430	963	5708	5244	244	315	3376	3454	6813	9011	382	1273	5896	3277	2072	20098	20099	20146	3517	3643	247
